State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More
 Arkansas,Southside,2517.0,112.0,0.0,0.0,0.0,135.0,2270.0,36.0,0.0
 Arkansas,St. Joe,151.0,2.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0
 Arkansas,St. Francis,194.0,0.0,4.0,0.0,0.0,0.0,186.0,0.0,4.0
 Arkansas,St. Charles,294.0,0.0,0.0,0.0,0.0,5.0,289.0,0.0,0.0
 Arkansas,Rye,156.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0
 Arkansas,Russellville,28738.0,1834.0,223.0,251.0,0.0,4038.0,21704.0,797.0,987.0
 Arkansas,Russell,220.0,0.0,0.0,0.0,0.0,1.0,219.0,0.0,0.0
 Arkansas,Rudy,94.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0
 Arkansas,St. Paul,106.0,0.0,1.0,0.0,0.0,0.0,105.0,0.0,0.0
 Arkansas,Rosston,454.0,314.0,0.0,0.0,0.0,13.0,140.0,0.0,0.0
 Arkansas,Rondo,257.0,203.0,0.0,0.0,0.0,0.0,49.0,0.0,5.0
 Arkansas,Roland,548.0,54.0,0.0,0.0,0.0,0.0,494.0,0.0,0.0
 Arkansas,Rogers,60384.0,809.0,775.0,1597.0,51.0,18132.0,38179.0,2777.0,1346.0
 Arkansas,Roe,110.0,0.0,0.0,0.0,0.0,3.0,101.0,0.0,6.0
 Arkansas,Rockwell,3763.0,84.0,0.0,0.0,0.0,67.0,3546.0,0.0,66.0
 Arkansas,Rockport,913.0,17.0,0.0,0.0,0.0,13.0,870.0,0.0,13.0
 Arkansas,Rison,1175.0,562.0,3.0,0.0,0.0,0.0,558.0,0.0,52.0
 Arkansas,Rose Bud,498.0,0.0,0.0,0.0,0.0,44.0,414.0,42.0,42.0
 Arkansas,Alpena,443.0,0.0,6.0,6.0,3.0,10.0,421.0,0.0,0.0
 Arkansas,Salem,1763.0,12.0,2.0,0.0,0.0,131.0,1586.0,0.0,32.0
 Arkansas,Salesville,409.0,0.0,3.0,0.0,0.0,27.0,377.0,1.0,3.0
 Arkansas,Sparkman,413.0,125.0,0.0,0.0,0.0,75.0,211.0,9.0,2.0
 Arkansas,Springdale,75088.0,1719.0,836.0,1615.0,4950.0,27213.0,37592.0,15786.0,1657.0
 Arkansas,Springtown,90.0,0.0,10.0,7.0,0.0,0.0,73.0,0.0,0.0
 Arkansas,Stamps,1840.0,1201.0,0.0,4.0,0.0,52.0,572.0,0.0,11.0
 Arkansas,Star City,2362.0,472.0,4.0,0.0,0.0,60.0,1817.0,0.0,17.0
 Arkansas,Staves,180.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
 Arkansas,Stephens,1012.0,683.0,0.0,0.0,0.0,0.0,325.0,0.0,4.0
 Arkansas,Salem,2621.0,167.0,0.0,6.0,0.0,46.0,2374.0,0.0,28.0
 Arkansas,Strawberry,409.0,0.0,1.0,0.0,0.0,26.0,357.0,0.0,25.0
 Arkansas,Stuttgart,9195.0,3532.0,12.0,84.0,10.0,329.0,5192.0,42.0,86.0
 Arkansas,Subiaco,534.0,50.0,5.0,22.0,0.0,13.0,442.0,0.0,2.0
 Arkansas,Success,119.0,0.0,0.0,0.0,0.0,3.0,110.0,0.0,6.0
 Arkansas,Sulphur Rock,398.0,7.0,0.0,0.0,0.0,28.0,363.0,0.0,0.0
 Arkansas,Sulphur Springs,377.0,3.0,0.0,2.0,0.0,20.0,330.0,0.0,22.0
 Arkansas,Scranton,198.0,0.0,0.0,3.0,0.0,1.0,191.0,0.0,3.0
 Arkansas,Scott,29.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
 Arkansas,Strong,426.0,312.0,0.0,0.0,0.0,4.0,110.0,0.0,0.0
 Arkansas,Pyatt,196.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0
 Arkansas,Hensley,30.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
 Arkansas,Prattsville,418.0,28.0,0.0,0.0,0.0,0.0,384.0,0.0,6.0
 Arkansas,Earle,2134.0,1714.0,0.0,0.0,0.0,2.0,393.0,0.0,25.0
 Arkansas,Dyess,397.0,0.0,0.0,0.0,0.0,50.0,340.0,2.0,7.0
 Arkansas,Dyer,725.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,17.0
 Arkansas,Dumas,4482.0,2888.0,0.0,7.0,0.0,199.0,1357.0,18.0,45.0
 Arkansas,Dover,1413.0,1.0,29.0,0.0,0.0,53.0,1303.0,0.0,27.0
 Arkansas,Donaldson,304.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,34.0
 Arkansas,Montrose,360.0,220.0,0.0,0.0,0.0,13.0,122.0,0.0,5.0
 Arkansas,Moorefield,202.0,0.0,0.0,0.0,0.0,4.0,176.0,0.0,22.0
 Arkansas,Moro,266.0,15.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0
 Arkansas,Morrilton,6746.0,1348.0,0.0,0.0,0.0,579.0,4715.0,24.0,112.0
 Arkansas,Morrison Bluff,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
 Arkansas,Mountainburg,531.0,0.0,15.0,0.0,0.0,0.0,496.0,0.0,20.0
 Arkansas,Mountain Home,12309.0,65.0,68.0,29.0,0.0,434.0,11646.0,181.0,74.0
 Arkansas,Mountain Pine,816.0,169.0,3.0,8.0,0.0,15.0,579.0,19.0,38.0
 Arkansas,Mountain View,2817.0,5.0,0.0,0.0,0.0,0.0,2769.0,0.0,43.0
 Arkansas,Mount Ida,1191.0,30.0,84.0,0.0,0.0,77.0,1042.0,0.0,28.0
 Arkansas,Mount Pleasant,360.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0
 Arkansas,Mount Vernon,164.0,0.0,0.0,0.0,0.0,2.0,162.0,2.0,0.0
 Arkansas,Mulberry,1703.0,11.0,30.0,0.0,0.0,76.0,1546.0,0.0,44.0
 Arkansas,Murfreesboro,1639.0,87.0,0.0,3.0,0.0,95.0,1443.0,61.0,11.0
 Arkansas,Nashville,4558.0,1695.0,37.0,0.0,0.0,864.0,1962.0,746.0,0.0
 Arkansas,East Camden,1070.0,351.0,2.0,3.0,0.0,39.0,640.0,10.0,38.0
 Arkansas,East End,7248.0,290.0,18.0,219.0,12.0,83.0,6382.0,0.0,262.0
 Arkansas,Edmondson,265.0,195.0,0.0,6.0,0.0,14.0,50.0,6.0,8.0
 Arkansas,Egypt,111.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0
 Arkansas,Fordyce,4174.0,2082.0,0.0,137.0,0.0,31.0,1924.0,16.0,8.0
 Arkansas,Flippin,1516.0,13.0,0.0,52.0,0.0,84.0,1339.0,3.0,32.0
 Arkansas,Fisher,342.0,2.0,0.0,0.0,0.0,10.0,329.0,0.0,1.0
 Arkansas,Fifty-Six,204.0,0.0,5.0,0.0,0.0,6.0,186.0,0.0,12.0
 Arkansas,Felsenthal,69.0,4.0,0.0,0.0,0.0,1.0,61.0,0.0,3.0
 Arkansas,Fayetteville,79037.0,4805.0,726.0,2832.0,57.0,5778.0,62306.0,2930.0,2849.0
 Arkansas,Farmington,6336.0,0.0,0.0,55.0,0.0,377.0,5587.0,187.0,311.0
 Arkansas,Fargo,120.0,98.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
 Arkansas,Fairfield Bay,2382.0,0.0,0.0,0.0,0.0,91.0,2239.0,0.0,52.0
 Arkansas,Everton,207.0,0.0,2.0,0.0,0.0,3.0,200.0,0.0,2.0
 Arkansas,Natural Steps,372.0,89.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0
 Arkansas,Evening Shade,465.0,6.0,1.0,0.0,0.0,6.0,451.0,0.0,6.0
 Arkansas,Eudora,2132.0,1919.0,8.0,0.0,0.0,16.0,182.0,0.0,7.0
 Arkansas,Etowah,321.0,2.0,0.0,0.0,0.0,1.0,296.0,1.0,22.0
 Arkansas,Enola,407.0,0.0,8.0,0.0,0.0,12.0,371.0,3.0,22.0
 Arkansas,England,2794.0,1034.0,0.0,21.0,0.0,43.0,1685.0,11.0,11.0
 Arkansas,Emmet,584.0,195.0,0.0,0.0,0.0,2.0,377.0,0.0,10.0
 Arkansas,Emerson,319.0,94.0,0.0,3.0,0.0,0.0,221.0,1.0,0.0
 Arkansas,Elm Springs,2136.0,2.0,10.0,20.0,0.0,137.0,1916.0,122.0,51.0
 Arkansas,Elkins,2832.0,5.0,0.0,20.0,0.0,157.0,2586.0,67.0,81.0
 Arkansas,El Dorado,18480.0,9242.0,204.0,112.0,0.0,497.0,8190.0,41.0,226.0
 Arkansas,Elaine,722.0,379.0,0.0,0.0,0.0,66.0,240.0,0.0,37.0
 Arkansas,Eureka Springs,2054.0,7.0,23.0,0.0,0.0,25.0,1929.0,10.0,78.0
 Arkansas,Newark,1470.0,28.0,0.0,0.0,7.0,22.0,1402.0,6.0,14.0
 Arkansas,New Blaine,179.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0
 Arkansas,New Edinburg,399.0,17.0,0.0,0.0,0.0,40.0,342.0,0.0,0.0
 Arkansas,Parkdale,287.0,217.0,0.0,0.0,0.0,36.0,34.0,36.0,0.0
 Arkansas,Parkin,907.0,629.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0
 Arkansas,Patmos,82.0,0.0,0.0,0.0,0.0,9.0,73.0,9.0,0.0
 Arkansas,Patterson,459.0,50.0,0.0,0.0,0.0,0.0,399.0,0.0,10.0
 Arkansas,Peach Orchard,98.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
 Arkansas,Pea Ridge,5046.0,32.0,0.0,33.0,0.0,199.0,4749.0,34.0,33.0
 Arkansas,Perla,321.0,173.0,3.0,0.0,0.0,0.0,110.0,0.0,35.0
 Arkansas,Perry,265.0,0.0,0.0,0.0,0.0,22.0,243.0,3.0,0.0
 Arkansas,Perrytown,342.0,73.0,1.0,0.0,0.0,22.0,244.0,0.0,2.0
 Arkansas,Perryville,1636.0,0.0,0.0,0.0,0.0,138.0,1494.0,128.0,14.0
 Arkansas,Paris,3482.0,165.0,0.0,153.0,0.0,2.0,3103.0,0.0,59.0
 Arkansas,Piggott,3713.0,19.0,0.0,0.0,0.0,185.0,3424.0,185.0,85.0
 Arkansas,Pine Bluff,46228.0,35494.0,39.0,433.0,126.0,630.0,9320.0,232.0,325.0
 Arkansas,Prescott,3221.0,1441.0,4.0,105.0,0.0,265.0,1398.0,0.0,8.0
 Arkansas,Piney,4073.0,89.0,35.0,0.0,0.0,225.0,3625.0,74.0,119.0
 Arkansas,Plainview,553.0,0.0,0.0,0.0,0.0,7.0,531.0,0.0,15.0
 Arkansas,Pleasant Plains,324.0,0.0,0.0,0.0,0.0,23.0,296.0,23.0,5.0
 Arkansas,Plumerville,1052.0,248.0,0.0,0.0,0.0,118.0,682.0,14.0,4.0
 Arkansas,Pocahontas,6516.0,80.0,19.0,0.0,0.0,87.0,6300.0,59.0,38.0
 Arkansas,Pollard,208.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0
 Arkansas,Portia,591.0,3.0,0.0,0.0,0.0,0.0,568.0,0.0,20.0
 Arkansas,Portland,427.0,164.0,0.0,0.0,0.0,11.0,252.0,0.0,0.0
 Arkansas,Pindall,147.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0
 Arkansas,Foreman,1242.0,396.0,22.0,0.0,0.0,0.0,812.0,0.0,12.0
 Arkansas,Paragould,27228.0,333.0,10.0,30.0,20.0,827.0,25495.0,236.0,530.0
 Arkansas,Palestine,688.0,127.0,0.0,0.0,0.0,19.0,533.0,5.0,9.0
 Arkansas,Newport,7782.0,2220.0,81.0,38.0,0.0,286.0,5056.0,50.0,127.0
 Arkansas,Nimmons,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
 Arkansas,Norfork,545.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0
 Arkansas,Norman,329.0,0.0,0.0,0.0,0.0,4.0,317.0,0.0,8.0
 Arkansas,Norphlet,835.0,0.0,0.0,0.0,0.0,54.0,751.0,7.0,52.0
 Arkansas,North Crossett,2898.0,284.0,37.0,0.0,0.0,44.0,2503.0,20.0,10.0
 Arkansas,North Little Rock,65538.0,27970.0,207.0,502.0,4.0,4472.0,31632.0,626.0,1271.0
 Arkansas,Oak Grove,425.0,1.0,0.0,16.0,0.0,0.0,406.0,0.0,2.0
 Arkansas,Oak Grove Heights,902.0,0.0,2.0,0.0,0.0,46.0,854.0,7.0,9.0
 Arkansas,Oakhaven,59.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
 Arkansas,Pangburn,643.0,0.0,0.0,0.0,0.0,85.0,546.0,41.0,12.0
 Arkansas,Oden,240.0,0.0,4.0,6.0,0.0,2.0,228.0,2.0,0.0
 Arkansas,Oil Trough,250.0,11.0,5.0,0.0,0.0,1.0,228.0,0.0,5.0
 Arkansas,O'Kean,194.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0
 Arkansas,Okolona,139.0,43.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0
 Arkansas,Ola,1284.0,0.0,69.0,8.0,0.0,208.0,977.0,179.0,22.0
 Arkansas,Omaha,198.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0
 Arkansas,Oppelo,826.0,0.0,0.0,2.0,0.0,10.0,788.0,3.0,23.0
 Arkansas,Osceola,7424.0,3810.0,39.0,75.0,9.0,316.0,3049.0,252.0,138.0
 Arkansas,Oxford,636.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,6.0
 Arkansas,Ozan,71.0,28.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
 Arkansas,Ozark,3623.0,22.0,2.0,33.0,0.0,185.0,3318.0,10.0,68.0
 Arkansas,Ogden,144.0,29.0,12.0,0.0,0.0,0.0,103.0,0.0,0.0
 Arkansas,Forrest City,14999.0,9563.0,90.0,51.0,13.0,790.0,4010.0,393.0,473.0
 Arkansas,Fort Smith,87603.0,7832.0,1096.0,5089.0,112.0,15465.0,54397.0,2442.0,4659.0
 Arkansas,Fouke,783.0,0.0,12.0,0.0,0.0,0.0,757.0,0.0,14.0
 Arkansas,Highfill,635.0,2.0,29.0,72.0,0.0,8.0,520.0,5.0,1.0
 Arkansas,Highland,999.0,0.0,0.0,3.0,0.0,4.0,964.0,0.0,28.0
 Arkansas,Hindsville,36.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0
 Arkansas,Holiday Island,2596.0,93.0,73.0,0.0,0.0,90.0,2430.0,0.0,0.0
 Arkansas,Holland,651.0,0.0,18.0,0.0,0.0,104.0,534.0,2.0,2.0
 Arkansas,Holly Grove,677.0,568.0,0.0,0.0,0.0,0.0,105.0,0.0,4.0
 Arkansas,Hope,10001.0,4400.0,10.0,0.0,0.0,2353.0,3167.0,418.0,222.0
 Arkansas,Horatio,1117.0,59.0,13.0,0.0,0.0,417.0,586.0,289.0,47.0
 Arkansas,Horseshoe Bend,2178.0,8.0,16.0,0.0,0.0,79.0,2057.0,27.0,44.0
 Arkansas,Horseshoe Lake,248.0,9.0,2.0,1.0,1.0,3.0,226.0,2.0,6.0
 Arkansas,Higginson,768.0,14.0,0.0,0.0,0.0,44.0,688.0,3.0,25.0
 Arkansas,Hot Springs,35539.0,6754.0,205.0,376.0,9.0,2940.0,24516.0,1682.0,871.0
 Arkansas,Houston,265.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0
 Arkansas,Hoxie,2719.0,20.0,11.0,0.0,0.0,48.0,2620.0,4.0,20.0
 Arkansas,Hughes,1700.0,1276.0,0.0,28.0,0.0,52.0,338.0,12.0,6.0
 Arkansas,Humnoke,225.0,28.0,3.0,0.0,0.0,0.0,188.0,0.0,6.0
 Arkansas,Humphrey,489.0,194.0,0.0,0.0,0.0,0.0,287.0,0.0,8.0
 Arkansas,Hunter,99.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0
 Arkansas,Huntington,609.0,7.0,0.0,0.0,0.0,12.0,589.0,0.0,1.0
 Arkansas,Huntsville,2348.0,70.0,8.0,13.0,0.0,305.0,1945.0,15.0,77.0
 Arkansas,Huttig,561.0,255.0,0.0,5.0,0.0,0.0,301.0,0.0,0.0
 Arkansas,Imboden,565.0,0.0,0.0,0.0,0.0,16.0,549.0,0.0,0.0
 Arkansas,Hot Springs Village,13477.0,274.0,17.0,73.0,0.0,325.0,12747.0,31.0,118.0
 Arkansas,Jacksonport,134.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,9.0
 Arkansas,Higden,137.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0
 Arkansas,Grubbs,465.0,0.0,2.0,0.0,0.0,0.0,463.0,0.0,0.0
 Arkansas,Helena-West Helena,11546.0,8760.0,0.0,24.0,0.0,68.0,2635.0,14.0,52.0
 Arkansas,Hector,517.0,0.0,0.0,0.0,0.0,38.0,447.0,1.0,32.0
 Arkansas,Heber Springs,7187.0,25.0,0.0,50.0,0.0,204.0,6862.0,19.0,46.0
 Arkansas,Hazen,1478.0,385.0,4.0,1.0,0.0,20.0,1068.0,20.0,0.0
 Arkansas,Haynes,188.0,161.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0
 Arkansas,Havana,244.0,0.0,0.0,0.0,0.0,47.0,197.0,44.0,0.0
 Arkansas,Hatfield,449.0,0.0,4.0,0.0,0.0,5.0,429.0,5.0,11.0
 Arkansas,Haskell,4323.0,131.0,21.0,0.0,0.0,253.0,3904.0,12.0,14.0
 Arkansas,Hartman,594.0,0.0,3.0,0.0,0.0,29.0,562.0,12.0,0.0
 Arkansas,Hartford,498.0,0.0,8.0,0.0,0.0,3.0,446.0,0.0,41.0
 Arkansas,Hickory Ridge,233.0,0.0,2.0,0.0,0.0,2.0,225.0,0.0,6.0
 Arkansas,Harrison,13131.0,110.0,185.0,105.0,0.0,467.0,11955.0,0.0,337.0
 Arkansas,Harrell,320.0,188.0,0.0,0.0,0.0,0.0,129.0,0.0,3.0
 Arkansas,Hardy,702.0,0.0,0.0,0.0,0.0,3.0,666.0,0.0,33.0
 Arkansas,Hampton,1340.0,425.0,0.0,0.0,0.0,19.0,872.0,3.0,24.0
 Arkansas,Hamburg,2819.0,870.0,12.0,0.0,0.0,213.0,1689.0,75.0,35.0
 Arkansas,Hagarville,265.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0
 Arkansas,Hackett,833.0,0.0,109.0,0.0,0.0,0.0,699.0,0.0,25.0
 Arkansas,Guy,761.0,19.0,0.0,1.0,0.0,0.0,737.0,0.0,4.0
 Arkansas,Gurdon,2206.0,849.0,0.0,0.0,0.0,264.0,1080.0,16.0,13.0
 Arkansas,Gum Springs,141.0,85.0,0.0,0.0,0.0,5.0,49.0,0.0,7.0
 Arkansas,Guion,112.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0
 Arkansas,Harrisburg,2329.0,116.0,0.0,0.0,0.0,60.0,2134.0,21.0,19.0
 Arkansas,Pottsville,3030.0,10.0,9.0,11.0,0.0,237.0,2697.0,25.0,61.0
 Arkansas,Jacksonville,28726.0,9829.0,67.0,537.0,7.0,2119.0,15357.0,412.0,926.0
 Arkansas,Jennette,130.0,121.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0
 Arkansas,Gosnell,3401.0,791.0,0.0,16.0,0.0,142.0,2445.0,0.0,31.0
 Arkansas,Goshen,1525.0,31.0,16.0,21.0,0.0,32.0,1415.0,0.0,25.0
 Arkansas,Glenwood,2376.0,38.0,0.0,0.0,0.0,541.0,1759.0,415.0,30.0
 Arkansas,Gilmore,233.0,151.0,0.0,0.0,0.0,27.0,49.0,0.0,6.0
 Arkansas,Gillham,265.0,0.0,16.0,0.0,0.0,86.0,165.0,74.0,3.0
 Arkansas,Gillett,682.0,126.0,6.0,0.0,0.0,38.0,509.0,0.0,3.0
 Arkansas,Gilbert,32.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0
 Arkansas,Gibson,4417.0,93.0,13.0,47.0,0.0,294.0,3732.0,0.0,238.0
 Arkansas,Georgetown,83.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
 Arkansas,Gentry,3336.0,6.0,32.0,147.0,0.0,332.0,2650.0,59.0,208.0
 Arkansas,Gould,764.0,695.0,7.0,0.0,0.0,0.0,49.0,0.0,13.0
 Arkansas,Gateway,406.0,0.0,19.0,0.0,0.0,5.0,382.0,0.0,0.0
 Arkansas,Garner,179.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0
 Arkansas,Garland,321.0,228.0,2.0,0.0,0.0,3.0,88.0,0.0,0.0
 Arkansas,Garfield,525.0,8.0,2.0,0.0,0.0,27.0,469.0,2.0,29.0
 Arkansas,Fulton,184.0,100.0,0.0,0.0,0.0,9.0,75.0,3.0,4.0
 Arkansas,Friendship,182.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,4.0
 Arkansas,Fredonia (Biscoe),415.0,199.0,0.0,0.0,0.0,0.0,211.0,0.0,5.0
 Arkansas,Franklin,197.0,0.0,0.0,0.0,0.0,14.0,177.0,2.0,6.0
 Arkansas,Fourche,70.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0
 Arkansas,Fountain Lake,506.0,20.0,0.0,0.0,0.0,3.0,475.0,0.0,8.0
 Arkansas,Fountain Hill,93.0,23.0,0.0,0.0,0.0,1.0,69.0,0.0,0.0
 Arkansas,Gassville,2277.0,8.0,9.0,6.0,0.0,63.0,2171.0,6.0,20.0
 Arkansas,Jasper,488.0,0.0,4.0,6.0,0.0,0.0,458.0,0.0,20.0
 Arkansas,Grady,399.0,309.0,0.0,0.0,0.0,11.0,74.0,11.0,5.0
 Arkansas,Gravette,3216.0,19.0,57.0,11.0,0.0,500.0,2442.0,302.0,187.0
 Arkansas,Jericho,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Arkansas,Jerome,49.0,1.0,0.0,0.0,0.0,11.0,37.0,0.0,0.0
 Arkansas,Johnson,3552.0,207.0,112.0,57.0,0.0,330.0,2569.0,177.0,277.0
 Arkansas,Joiner,514.0,246.0,0.0,0.0,0.0,30.0,242.0,6.0,20.0
 Arkansas,Jonesboro,71576.0,13549.0,710.0,1181.0,147.0,4016.0,51146.0,997.0,1289.0
 Arkansas,Judsonia,2360.0,291.0,0.0,0.0,0.0,220.0,1807.0,82.0,72.0
 Arkansas,Junction City,746.0,385.0,0.0,4.0,0.0,4.0,357.0,0.0,0.0
 Arkansas,Keiser,600.0,51.0,0.0,0.0,0.0,7.0,519.0,0.0,23.0
 Arkansas,Kensett,1832.0,321.0,9.0,0.0,0.0,422.0,1039.0,307.0,44.0
 Arkansas,Keo,229.0,44.0,0.0,0.0,0.0,28.0,157.0,5.0,0.0
 Arkansas,Grannis,600.0,0.0,8.0,0.0,0.0,230.0,362.0,83.0,0.0
 Arkansas,Kibler,1043.0,0.0,18.0,20.0,0.0,31.0,934.0,10.0,40.0
 Arkansas,Kirby,820.0,0.0,0.0,0.0,0.0,0.0,814.0,0.0,6.0
 Arkansas,Knobel,236.0,0.0,1.0,0.0,0.0,0.0,235.0,0.0,0.0
 Arkansas,Knoxville,805.0,0.0,0.0,0.0,0.0,35.0,753.0,0.0,17.0
 Arkansas,Griffithville,156.0,1.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0
 Arkansas,Greers Ferry,857.0,0.0,0.0,0.0,0.0,6.0,844.0,0.0,7.0
 Arkansas,Greenwood,9283.0,7.0,63.0,212.0,6.0,112.0,8709.0,24.0,164.0
 Arkansas,Greenway,208.0,0.0,0.0,0.0,0.0,4.0,194.0,0.0,10.0
 Arkansas,Greenland,1496.0,28.0,24.0,2.0,42.0,46.0,1301.0,23.0,53.0
 Arkansas,Green Forest,2775.0,3.0,20.0,66.0,0.0,1330.0,1335.0,97.0,30.0
 Arkansas,Greenbrier,5090.0,105.0,59.0,23.0,0.0,286.0,4540.0,0.0,77.0
 Arkansas,Kingsland,439.0,114.0,0.0,0.0,0.0,3.0,320.0,3.0,2.0
 Arkansas,Monticello,9793.0,3728.0,0.0,2.0,0.0,336.0,5575.0,210.0,152.0
 Arkansas,Pineville,420.0,0.0,0.0,2.0,0.0,0.0,409.0,0.0,9.0
 Arkansas,Mansfield,1235.0,0.0,3.0,0.0,5.0,4.0,1213.0,0.0,10.0
 Arkansas,Lafe,448.0,0.0,6.0,0.0,0.0,52.0,390.0,38.0,0.0
 Arkansas,LaGrange,60.0,35.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
 Arkansas,Lake City,2315.0,0.0,5.0,0.0,0.0,150.0,2115.0,26.0,114.0
 Arkansas,Lake Hamilton,1970.0,47.0,24.0,30.0,0.0,17.0,1781.0,0.0,71.0
 Arkansas,Lakeview,867.0,0.0,2.0,3.0,0.0,8.0,837.0,0.0,17.0
 Arkansas,Lake View,409.0,406.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
 Arkansas,Lake Village,2398.0,1415.0,5.0,21.0,0.0,157.0,766.0,59.0,34.0
 Arkansas,Lamar,1748.0,17.0,0.0,0.0,0.0,260.0,1457.0,27.0,14.0
 Arkansas,Landmark,3171.0,470.0,40.0,0.0,0.0,196.0,2420.0,19.0,26.0
 Arkansas,Lavaca,2562.0,11.0,79.0,0.0,0.0,223.0,2176.0,49.0,73.0
 Arkansas,Leachville,1755.0,6.0,0.0,0.0,0.0,257.0,1464.0,172.0,12.0
 Arkansas,Lead Hill,277.0,0.0,2.0,6.0,0.0,24.0,245.0,0.0,0.0
 Arkansas,Leola,534.0,32.0,0.0,0.0,4.0,144.0,351.0,65.0,10.0
 Arkansas,Lepanto,1955.0,389.0,0.0,0.0,0.0,74.0,1450.0,38.0,75.0
 Arkansas,Leslie,529.0,0.0,6.0,0.0,0.0,8.0,466.0,6.0,49.0
 Arkansas,Letona,286.0,0.0,0.0,0.0,0.0,6.0,274.0,0.0,6.0
 Arkansas,Lewisville,1113.0,702.0,0.0,0.0,0.0,23.0,385.0,0.0,3.0
 Arkansas,Lexa,389.0,81.0,0.0,0.0,0.0,22.0,280.0,0.0,6.0
 Arkansas,Lincoln,2232.0,43.0,59.0,0.0,0.0,95.0,1942.0,70.0,93.0
 Arkansas,Little Flock,2692.0,276.0,0.0,170.0,0.0,207.0,1998.0,60.0,41.0
 Arkansas,Little Rock,196943.0,81666.0,431.0,6093.0,107.0,12719.0,92678.0,2378.0,3898.0
 Arkansas,Zinc,69.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,5.0
 Arkansas,Lockesburg,824.0,109.0,0.0,0.0,0.0,21.0,676.0,0.0,18.0
 Arkansas,Yellville,1180.0,27.0,11.0,0.0,0.0,37.0,1105.0,0.0,0.0
 Arkansas,Wynne,8242.0,2748.0,0.0,106.0,0.0,283.0,5006.0,39.0,118.0
 Arkansas,Calico Rock,1464.0,152.0,9.0,0.0,0.0,21.0,1282.0,18.0,3.0
 Arkansas,Cale,104.0,0.0,0.0,0.0,0.0,2.0,102.0,0.0,0.0
 Arkansas,Caldwell,508.0,53.0,0.0,0.0,0.0,76.0,379.0,18.0,0.0
 Arkansas,Whelen Springs,53.0,0.0,0.0,0.0,0.0,16.0,37.0,16.0,0.0
 Arkansas,White Hall,5319.0,438.0,0.0,100.0,0.0,280.0,4310.0,111.0,226.0
 Arkansas,Wickes,716.0,0.0,5.0,0.0,0.0,303.0,388.0,105.0,22.0
 Arkansas,Widener,325.0,216.0,0.0,0.0,0.0,13.0,96.0,0.0,0.0
 Arkansas,Wiederkehr Village,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0
