State,City,Population,Unemployment Count
 Kansas,Hoyt,639.0,133.0
 Kansas,Hudson,137.0,40.0
 Kansas,Scottsville,10.0,5.0
 Kansas,Scott City,3930.0,898.0
 Kansas,Schoenchen,193.0,33.0
 Kansas,Scandia,430.0,105.0
 Kansas,Scammon,454.0,158.0
 Kansas,Sawyer,92.0,21.0
 Kansas,Hazelton,144.0,54.0
 Kansas,Haysville,11234.0,2875.0
 Kansas,Haviland,797.0,209.0
 Kansas,Havensville,148.0,49.0
 Kansas,Chautauqua,68.0,36.0
 Kansas,Chase,565.0,139.0
 Kansas,Chapman,1441.0,389.0
 Kansas,Chanute,9217.0,2561.0
 Kansas,Centralia,550.0,163.0
 Kansas,Cedar Vale,527.0,193.0
 Kansas,Cedar Point,27.0,12.0
 Kansas,Cedar,6.0,5.0
 Kansas,Greeley,282.0,99.0
 Kansas,Greeley County unified government (balance),388.0,104.0
 Kansas,Green,125.0,37.0
 Kansas,Greenleaf,390.0,98.0
 Kansas,Greensburg,896.0,305.0
 Kansas,Grenola,164.0,83.0
 Kansas,Savonburg,139.0,42.0
 Kansas,Gridley,294.0,93.0
 Kansas,Gypsum,378.0,114.0
 Kansas,Haddam,64.0,33.0
 Kansas,Halstead,2305.0,545.0
 Kansas,Hamilton,239.0,61.0
 Kansas,Hamlin,48.0,13.0
 Kansas,Hanover,586.0,194.0
 Kansas,Hanston,265.0,53.0
 Kansas,Hardtner,147.0,45.0
 Kansas,Harper,1309.0,352.0
 Kansas,Harris,11.0,11.0
 Kansas,Hartford,384.0,106.0
 Kansas,Harveyville,212.0,62.0
 Kansas,Havana,144.0,53.0
 Kansas,Haven,1243.0,300.0
 Kansas,Grinnell,276.0,104.0
 Kansas,Satanta,1019.0,235.0
 Kansas,Salina,47840.0,11699.0
 Kansas,St. Paul,689.0,188.0
 Kansas,Newton,19139.0,5210.0
 Kansas,Nickerson,1181.0,288.0
 Kansas,Niotaze,105.0,25.0
 Kansas,Norcatur,185.0,71.0
 Kansas,North Newton,1782.0,752.0
 Kansas,Norton,2856.0,685.0
 Kansas,Nortonville,529.0,159.0
 Kansas,Norwich,489.0,140.0
 Kansas,Oak Hill,51.0,14.0
 Kansas,Oaklawn-Sunview,2906.0,794.0
 Kansas,Oakley,1914.0,548.0
 Kansas,Oberlin,1890.0,654.0
 Kansas,Odin,78.0,21.0
 Kansas,Offerle,255.0,70.0
 Kansas,Quinter,1007.0,282.0
 Kansas,Ogden,2010.0,369.0
 Kansas,Olathe,131508.0,23040.0
 Kansas,Olivet,84.0,34.0
 Kansas,Olmitz,138.0,36.0
 Kansas,Olpe,595.0,149.0
 Kansas,Olsburg,238.0,46.0
 Kansas,Onaga,746.0,243.0
 Kansas,Oneida,59.0,28.0
 Kansas,Osage City,2885.0,1004.0
 Kansas,Osawatomie,4373.0,1323.0
 Kansas,Osborne,1463.0,425.0
 Kansas,Oskaloosa,1338.0,304.0
 Kansas,Oswego,1847.0,583.0
 Kansas,Otis,334.0,106.0
 Kansas,Ottawa,12487.0,2971.0
 Kansas,Oketo,69.0,24.0
 Kansas,Overland Park,181464.0,41044.0
 Kansas,Radium,35.0,6.0
 Kansas,Randall,90.0,25.0
 Kansas,St. Marys,2797.0,732.0
 Kansas,St. John,1414.0,370.0
 Kansas,St. George,852.0,199.0
 Kansas,St. Francis,1239.0,420.0
 Kansas,Sabetha,2557.0,726.0
 Kansas,Russell Springs,34.0,5.0
 Kansas,Russell,4499.0,1303.0
 Kansas,Rush Center,137.0,37.0
 Kansas,Rozel,171.0,34.0
 Kansas,Roxbury,57.0,30.0
 Kansas,Rossville,1177.0,322.0
 Kansas,Roseland,64.0,23.0
 Kansas,Rose Hill,3961.0,830.0
 Kansas,Rosalia,86.0,16.0
 Kansas,Ramona,116.0,37.0
 Kansas,Rolla,463.0,99.0
 Kansas,Robinson,234.0,81.0
 Kansas,Riverton,934.0,302.0
 Kansas,Riley,971.0,228.0
 Kansas,Richmond,540.0,176.0
 Kansas,Richfield,34.0,16.0
 Kansas,Rexford,235.0,58.0
 Kansas,Reserve,68.0,27.0
 Kansas,Republic,86.0,34.0
 Kansas,Redfield,81.0,28.0
 Kansas,Reading,298.0,73.0
 Kansas,Raymond,65.0,20.0
 Kansas,Rantoul,121.0,28.0
 Kansas,Ransom,295.0,100.0
 Kansas,Randolph,166.0,32.0
 Kansas,Roeland Park,6819.0,1230.0
 Kansas,Hays,20992.0,4645.0
 Kansas,Quenemo,424.0,157.0
 Kansas,Atchison,10858.0,3082.0
 Kansas,Wilroads Gardens,388.0,80.0
 Kansas,Wilmore,26.0,8.0
 Kansas,Stockton,1334.0,400.0
 Kansas,Strong City,495.0,149.0
 Kansas,Sublette,1540.0,325.0
 Kansas,Summerfield,138.0,52.0
 Kansas,Sun City,38.0,15.0
 Kansas,Susank,32.0,7.0
 Kansas,Sylvan Grove,297.0,67.0
 Kansas,Sylvia,256.0,68.0
 Kansas,Syracuse,1791.0,394.0
 Kansas,Talmage,90.0,16.0
 Kansas,Tampa,107.0,33.0
 Kansas,Tescott,298.0,74.0
 Kansas,Thayer,577.0,114.0
 Kansas,Timken,87.0,17.0
 Kansas,Tipton,210.0,57.0
 Kansas,Tonganoxie,4681.0,1090.0
 Kansas,Topeka,127672.0,36311.0
 Kansas,Wilsey,164.0,70.0
 Kansas,Wilson,750.0,273.0
 Kansas,Winchester,565.0,207.0
 Kansas,Edwardsville,4372.0,1024.0
 Kansas,Esbon,147.0,63.0
 Kansas,Erie,1092.0,346.0
 Kansas,Enterprise,975.0,302.0
 Kansas,Ensign,218.0,87.0
 Kansas,Englewood,84.0,39.0
 Kansas,Emporia,24739.0,6337.0
 Kansas,Emmett,128.0,40.0
 Kansas,Elwood,1027.0,296.0
 Kansas,Elsmore,93.0,38.0
 Kansas,Toronto,273.0,125.0
 Kansas,Elmdale,49.0,25.0
 Kansas,Ellis,2120.0,533.0
 Kansas,Ellinwood,2520.0,664.0
 Kansas,Elkhart,2159.0,686.0
 Kansas,Elk Falls,57.0,28.0
 Kansas,Elk City,285.0,111.0
 Kansas,Elgin,98.0,56.0
 Kansas,El Dorado,12910.0,3516.0
 Kansas,Elbing,285.0,57.0
 Kansas,Effingham,621.0,181.0
 Kansas,Ellsworth,3075.0,1545.0
 Kansas,Towanda,1625.0,315.0
 Kansas,Tribune,684.0,243.0
 Kansas,Troy,991.0,298.0
 Kansas,Waterville,674.0,201.0
 Kansas,Wathena,1312.0,398.0
 Kansas,Waverly,607.0,196.0
 Kansas,Webber,20.0,14.0
 Kansas,Weir,585.0,185.0
 Kansas,Welda,73.0,58.0
 Kansas,Wellington,7997.0,2388.0
 Kansas,Wellsville,1880.0,413.0
 Kansas,Weskan,207.0,46.0
 Kansas,Washington,1166.0,300.0
 Kansas,West Mineral,239.0,74.0
 Kansas,Westphalia,173.0,63.0
 Kansas,Westwood,1795.0,358.0
 Kansas,Westwood Hills,446.0,133.0
 Kansas,Wetmore,345.0,68.0
 Kansas,Wheaton,156.0,32.0
 Kansas,White City,524.0,217.0
 Kansas,White Cloud,242.0,66.0
 Kansas,Whitewater,700.0,220.0
 Kansas,Bentley,542.0,123.0
 Kansas,Westmoreland,868.0,284.0
 Kansas,Eskridge,531.0,216.0
 Kansas,Wamego,4349.0,1141.0
 Kansas,Walnut,301.0,55.0
 Kansas,Turon,313.0,110.0
 Kansas,Tyro,258.0,71.0
 Kansas,Udall,738.0,238.0
 Kansas,Ulysses,6022.0,1179.0
 Kansas,Uniontown,441.0,75.0
 Kansas,Utica,137.0,67.0
 Kansas,Valley Center,6586.0,1302.0
 Kansas,Valley Falls,1060.0,387.0
 Kansas,Vassar,723.0,295.0
 Kansas,Walton,255.0,64.0
 Kansas,Vermillion,127.0,62.0
 Kansas,Vining,45.0,7.0
 Kansas,Viola,131.0,32.0
 Kansas,Virgil,28.0,14.0
 Kansas,Wakarusa,323.0,164.0
 Kansas,WaKeeney,1889.0,478.0
 Kansas,Wakefield,1000.0,293.0
 Kansas,Waldo,45.0,27.0
 Kansas,Waldron,16.0,12.0
 Kansas,Wallace,52.0,13.0
 Kansas,Victoria,1357.0,391.0
 Kansas,Eudora,6276.0,1335.0
 Kansas,Eureka,2419.0,771.0
 Kansas,Everest,296.0,106.0
 Kansas,Buffalo,312.0,87.0
 Kansas,Buhler,1400.0,359.0
 Kansas,Bunker Hill,113.0,34.0
 Kansas,Burden,533.0,159.0
 Kansas,Burdett,304.0,72.0
 Kansas,Burlingame,886.0,252.0
 Kansas,Burlington,2629.0,786.0
 Kansas,Burns,366.0,94.0
 Kansas,Burr Oak,166.0,59.0
 Kansas,Bucyrus,264.0,85.0
 Kansas,Burrton,1046.0,285.0
 Kansas,Bushton,264.0,104.0
 Kansas,Byers,38.0,7.0
 Kansas,Caldwell,1085.0,385.0
 Kansas,Cambridge,118.0,37.0
 Kansas,Caney,2052.0,727.0
 Kansas,Canton,827.0,212.0
 Kansas,Carbondale,1409.0,283.0
 Kansas,Carlton,14.0,3.0
 Kansas,Cassoday,103.0,36.0
 Kansas,Bushong,42.0,14.0
 Kansas,Catharine,53.0,0.0
 Kansas,Bucklin,894.0,286.0
 Kansas,Brookville,311.0,96.0
 Kansas,Winona,240.0,71.0
 Kansas,Woodbine,188.0,46.0
 Kansas,Woodston,140.0,75.0
 Kansas,Wright,102.0,46.0
 Kansas,Yates Center,1284.0,367.0
 Kansas,Yoder,242.0,17.0
 Kansas,Zenda,97.0,11.0
 Kansas,Zurich,104.0,26.0
 Kansas,Benton,949.0,205.0
 Kansas,Brownell,46.0,20.0
 Kansas,Bern,192.0,32.0
 Kansas,Bird City,499.0,154.0
 Kansas,Bison,196.0,65.0
 Kansas,Blue Mound,262.0,85.0
 Kansas,Blue Rapids,1018.0,358.0
 Kansas,Bluff City,74.0,40.0
 Kansas,Bogue,298.0,79.0
 Kansas,Bonner Springs,7498.0,1798.0
 Kansas,Brewster,250.0,80.0
 Kansas,Bronson,378.0,145.0
 Kansas,Beverly,160.0,45.0
 Kansas,Bennington,772.0,151.0
 Kansas,Grantville,48.0,18.0
 Kansas,Grainfield,329.0,84.0
 Kansas,Galatia,14.0,8.0
 Kansas,Fulton,137.0,66.0
 Kansas,Frontenac,3445.0,996.0
 Kansas,Freeport,0.0,0.0
 Kansas,Fredonia,2455.0,790.0
 Kansas,Frederick,8.0,4.0
 Kansas,Franklin,715.0,318.0
 Kansas,Frankfort,746.0,292.0
 Kansas,Fowler,441.0,119.0
 Kansas,Galena,2988.0,915.0
 Kansas,Fort Scott,7893.0,2737.0
 Kansas,Fort Dodge,215.0,189.0
 Kansas,Formoso,111.0,41.0
 Kansas,Ford,281.0,59.0
 Kansas,Fontana,145.0,48.0
 Kansas,Florence,415.0,169.0
 Kansas,Falun,109.0,45.0
 Kansas,Fall River,179.0,54.0
 Kansas,Fairway,3964.0,977.0
 Kansas,Fairview,261.0,94.0
 Kansas,Fort Riley,7015.0,731.0
 Kansas,Grandview Plaza,2110.0,388.0
 Kansas,Galesburg,102.0,31.0
 Kansas,Garden City,27007.0,5313.0
 Kansas,Gove City,96.0,14.0
 Kansas,Gorham,351.0,69.0
 Kansas,Goodland,4834.0,1230.0
 Kansas,Goff,111.0,50.0
 Kansas,Goessel,605.0,187.0
 Kansas,Cawker City,511.0,215.0
 Kansas,Goddard,4256.0,613.0
 Kansas,Glen Elder,507.0,132.0
 Kansas,Glasco,460.0,203.0
 Kansas,Galva,903.0,202.0
 Kansas,Glade,65.0,23.0
 Kansas,Geuda Springs,193.0,40.0
 Kansas,Geneseo,282.0,80.0
 Kansas,Gem,86.0,19.0
 Kansas,Gaylord,136.0,38.0
 Kansas,Gas,606.0,158.0
 Kansas,Garnett,3306.0,962.0
 Kansas,Garfield,243.0,101.0
 Kansas,Gardner,20466.0,3054.0
 Kansas,Garden Plain,805.0,208.0
 Kansas,Girard,2788.0,895.0
 Kansas,Winfield,12286.0,4226.0
 Kansas,Benedict,57.0,30.0
 Kansas,Belvue,241.0,68.0
 Kansas,Bendena,69.0,26.0
 Kansas,Mayetta,337.0,66.0
 Kansas,Mayfield,94.0,34.0
 Kansas,Meade,1702.0,495.0
 Kansas,Medicine Lodge,2056.0,520.0
 Kansas,Melvern,510.0,117.0
 Kansas,Marysville,3301.0,846.0
 Kansas,Menlo,34.0,1.0
 Kansas,Merriam,11232.0,2454.0
 Kansas,Milan,72.0,28.0
 Kansas,Mildred,26.0,1.0
 Kansas,Milford,507.0,153.0
 Kansas,Milton,46.0,7.0
 Kansas,Miltonvale,449.0,171.0
 Kansas,Meriden,899.0,194.0
 Kansas,Marquette,747.0,204.0
 Kansas,Marion,1857.0,645.0
 Kansas,Marienthal,16.0,0.0
 Kansas,McCune,510.0,153.0
 Kansas,McDonald,163.0,57.0
 Kansas,McFarland,364.0,84.0
 Kansas,Macksville,492.0,94.0
 Kansas,McLouth,1282.0,263.0
 Kansas,McPherson,13212.0,3261.0
 Kansas,Madison,917.0,255.0
 Kansas,Mahaska,53.0,16.0
 Kansas,Maize,4054.0,892.0
 Kansas,Manchester,162.0,48.0
 Kansas,Manhattan,55769.0,16595.0
 Kansas,Mankato,812.0,257.0
 Kansas,Manter,183.0,21.0
 Kansas,Maple Hill,700.0,128.0
 Kansas,Mapleton,99.0,20.0
 Kansas,Minneapolis,2099.0,581.0
 Kansas,McCracken,195.0,60.0
 Kansas,Minneola,733.0,260.0
 Kansas,Mission Hills,3572.0,1252.0
 Kansas,Baldwin City,4588.0,1142.0
 Kansas,Baileyville,173.0,48.0
 Kansas,Arma,1469.0,450.0
 Kansas,Asherville,0.0,0.0
 Kansas,Ashland,748.0,177.0
 Kansas,Assaria,504.0,91.0
 Kansas,Barnard,55.0,16.0
 Kansas,Axtell,401.0,87.0
 Kansas,Atlanta,225.0,81.0
 Kansas,Aurora,52.0,22.0
 Kansas,Augusta,9242.0,2349.0
 Kansas,Auburn,1293.0,276.0
 Kansas,Atwood,1021.0,382.0
 Kansas,Attica,769.0,171.0
 Kansas,Athol,50.0,7.0
 Kansas,Munjor,198.0,79.0
 Kansas,Munden,131.0,29.0
 Kansas,Mulvane,5607.0,1388.0
 Kansas,Mission Woods,183.0,70.0
 Kansas,Moline,333.0,162.0
 Kansas,Montezuma,978.0,266.0
 Kansas,Moran,545.0,204.0
 Kansas,Morganville,160.0,32.0
 Kansas,Morland,103.0,30.0
 Kansas,Morrill,310.0,68.0
 Kansas,Morrowville,159.0,39.0
 Kansas,Moscow,322.0,64.0
 Kansas,Mound City,742.0,270.0
 Kansas,Moundridge,1814.0,618.0
 Kansas,Mound Valley,452.0,143.0
 Kansas,Mount Hope,755.0,218.0
 Kansas,Mulberry,485.0,206.0
 Kansas,Mullinville,190.0,59.0
 Kansas,Mission,9481.0,1921.0
 Kansas,McConnell AFB,1360.0,214.0
 Kansas,Matfield Green,50.0,17.0
 Kansas,Windom,106.0,33.0
 Kansas,Barnes,104.0,35.0
 Kansas,Bassett,9.0,6.0
 Kansas,Baxter Springs,4114.0,1196.0
 Kansas,Bazine,389.0,142.0
 Kansas,Beattie,223.0,70.0
 Kansas,Bel Aire,7059.0,1549.0
 Kansas,Belle Plaine,1706.0,395.0
 Kansas,Belleville,1902.0,695.0
 Kansas,Beloit,3780.0,1105.0
 Kansas,Whiting,217.0,50.0
 Kansas,Wichita,387147.0,99277.0
 Kansas,Willard,90.0,15.0
 Kansas,Williamsburg,318.0,82.0
 Kansas,Willis,25.0,11.0
 Kansas,Willowbrook,83.0,35.0
 Kansas,Belpre,188.0,38.0
 Kansas,Bartlett,90.0,10.0
 Kansas,Basehor,4980.0,1000.0
 Kentucky,Ironville,435.0,180.0
 Kentucky,Crestwood,4705.0,704.0
 Kentucky,Irvine,2223.0,966.0
 Kentucky,Crittenden,3833.0,1036.0
 Kentucky,Frankfort,27535.0,8565.0
 Kentucky,Francisville,9315.0,1632.0
 Kentucky,Fox Chase,458.0,166.0
 Kentucky,Fountain Run,231.0,98.0
 Kentucky,Fort Wright,5754.0,1352.0
 Kentucky,Fort Thomas,16326.0,3765.0
 Kentucky,Fort Mitchell,8247.0,1927.0
 Kentucky,Crestview Hills,3320.0,1115.0
 Kentucky,Irvington,1030.0,398.0
 Kentucky,Jeff,281.0,107.0
 Kentucky,Jackson,2079.0,926.0
 Kentucky,Lewisburg,789.0,299.0
 Kentucky,Leitchfield,6819.0,2456.0
 Kentucky,Ledbetter,1704.0,683.0
 Kentucky,Lebanon Junction,1861.0,518.0
 Kentucky,Lebanon,5620.0,1931.0
 Kentucky,Lawrenceburg,11038.0,2502.0
 Kentucky,Langdon Place,913.0,180.0
 Kentucky,Lancaster,3814.0,1485.0
 Kentucky,Lakeview Heights,309.0,63.0
 Kentucky,Lakeside Park,2757.0,734.0
 Kentucky,La Grange,8387.0,2370.0
 Kentucky,Island,442.0,173.0
 Kentucky,LaFayette,150.0,28.0
 Kentucky,Kuttawa,698.0,405.0
 Kentucky,Kingsley,381.0,83.0
 Kentucky,Kevil,521.0,174.0
 Kentucky,Kenvir,359.0,151.0
 Kentucky,Kenton Vale,86.0,34.0
 Kentucky,Junction City,2494.0,704.0
 Kentucky,Jenkins,2330.0,987.0
 Kentucky,Jeffersonville,1761.0,713.0
 Kentucky,Jeffersontown,26953.0,5773.0
 Kentucky,Fort Knox,9449.0,1373.0
 Kentucky,Jamestown,2075.0,972.0
 Kentucky,La Center,1080.0,442.0
 Kentucky,Fort Campbell North,13936.0,1943.0
 Kentucky,Flat Lick,936.0,531.0
 Kentucky,Fordsville,536.0,232.0
 Kentucky,Ekron,203.0,88.0
 Kentucky,Elizabethtown,29657.0,8803.0
 Kentucky,Elizaville,223.0,56.0
 Kentucky,Elk Creek,1603.0,365.0
 Kentucky,Elkhorn City,898.0,547.0
 Kentucky,Elkton,2081.0,763.0
 Kentucky,Elsmere,8489.0,1683.0
 Kentucky,Eminence,2515.0,759.0
 Kentucky,Emlyn,349.0,99.0
 Kentucky,Erlanger,18510.0,4159.0
 Kentucky,Eubank,317.0,94.0
 Kentucky,Edmonton,1656.0,640.0
 Kentucky,Evarts,905.0,535.0
 Kentucky,Ezel,225.0,77.0
 Kentucky,Fairfield,125.0,42.0
 Kentucky,Fairview,235.0,57.0
 Kentucky,Fairview,183.0,52.0
 Kentucky,Falmouth,2349.0,903.0
 Kentucky,Fancy Farm,593.0,226.0
 Kentucky,Farley,4588.0,1668.0
 Kentucky,Farmers,102.0,24.0
 Kentucky,Farmington,106.0,37.0
 Kentucky,Ferguson,1090.0,274.0
 Kentucky,Fincastle,891.0,189.0
 Kentucky,Ewing,259.0,74.0
 Kentucky,Forest Hills,385.0,102.0
 Kentucky,Edgewood,8699.0,2535.0
 Kentucky,East Bernstadt,920.0,362.0
 Kentucky,Florence,31428.0,7442.0
 Kentucky,Flatwoods,7407.0,2960.0
 Kentucky,Fleming-Neon,926.0,510.0
 Kentucky,Crofton,778.0,222.0
 Kentucky,Crossgate,270.0,60.0
 Kentucky,Cumberland,2245.0,1142.0
 Kentucky,Cunningham,200.0,73.0
 Kentucky,Cynthiana,6380.0,2639.0
 Kentucky,Danville,16542.0,6376.0
 Kentucky,Dawson Springs,2737.0,1184.0
 Kentucky,Dayton,5381.0,1559.0
 Kentucky,Eddyville,2603.0,1588.0
 Kentucky,Dexter,364.0,112.0
 Kentucky,Dixon,1121.0,443.0
 Kentucky,Doe Valley,1601.0,640.0
 Kentucky,Douglass Hills,5592.0,1280.0
 Kentucky,Dover,232.0,78.0
 Kentucky,Drakesboro,469.0,163.0
 Kentucky,Druid Hills,335.0,83.0
 Kentucky,Dry Ridge,2341.0,782.0
 Kentucky,Dunmor,319.0,115.0
 Kentucky,Dwale,279.0,165.0
 Kentucky,Dycusburg,15.0,0.0
 Kentucky,Earlington,1547.0,545.0
 Kentucky,Diablock,334.0,92.0
 Kentucky,Flemingsburg,2880.0,1250.0
 Kentucky,South Carrollton,120.0,62.0
 Kentucky,Somerset,11358.0,4290.0
 Kentucky,Union,5635.0,1079.0
 Kentucky,Trenton,414.0,126.0
 Kentucky,Tompkinsville,2061.0,1023.0
 Kentucky,Tolu,212.0,51.0
 Kentucky,Thornhill,219.0,74.0
 Kentucky,Ten Broeck,103.0,43.0
 Kentucky,Taylorsville,1126.0,368.0
 Kentucky,Taylor Mill,6701.0,1742.0
 Kentucky,Symsonia,596.0,218.0
 Kentucky,Sycamore,159.0,51.0
 Kentucky,Summersville,539.0,228.0
 Kentucky,Summer Shade,263.0,93.0
 Kentucky,Sturgis,2098.0,630.0
 Kentucky,Strathmoor Village,631.0,127.0
 Kentucky,Uniontown,732.0,277.0
 Kentucky,Strathmoor Manor,356.0,57.0
 Kentucky,Stanton,2707.0,1173.0
 Kentucky,Stanford,3680.0,1582.0
 Kentucky,Stamping Ground,822.0,240.0
 Kentucky,Spring Valley,782.0,155.0
 Kentucky,Spring Mill,286.0,86.0
 Kentucky,Springfield,2955.0,1054.0
 Kentucky,Spottsville,284.0,107.0
 Kentucky,Sparta,284.0,80.0
 Kentucky,South Williamson,628.0,248.0
 Kentucky,South Wallins,632.0,231.0
 Kentucky,South Shore,1196.0,496.0
 Kentucky,South Park View,4.0,3.0
 Kentucky,Smithland,354.0,116.0
 Kentucky,Smithfield,79.0,25.0
 Kentucky,Stearns,1335.0,551.0
 Kentucky,Slaughters,252.0,117.0
 Kentucky,Upton,751.0,281.0
 Kentucky,Vanceburg,1491.0,882.0
 Kentucky,Wildwood,277.0,94.0
 Kentucky,Wilder,3063.0,745.0
 Kentucky,Wickliffe,705.0,262.0
 Kentucky,Whitley City,953.0,696.0
 Kentucky,Whitesville,473.0,193.0
 Kentucky,Whitesburg,2053.0,803.0
 Kentucky,White Plains,944.0,314.0
 Kentucky,Wheelwright,937.0,651.0
 Kentucky,Wheatcroft,153.0,74.0
 Kentucky,Westwood,611.0,175.0
 Kentucky,Westwood,4783.0,1942.0
 Kentucky,Westport,202.0,65.0
 Kentucky,West Point,955.0,246.0
 Kentucky,West Liberty,3298.0,2428.0
 Kentucky,Utica,97.0,24.0
 Kentucky,West Buechel,1196.0,258.0
 Kentucky,Wayland,370.0,222.0
 Kentucky,Waverly,296.0,105.0
 Kentucky,Watterson Park,1409.0,342.0
 Kentucky,Water Valley,328.0,122.0
 Kentucky,Warsaw,2022.0,725.0
 Kentucky,Warfield,318.0,148.0
 Kentucky,Walton,4063.0,782.0
 Kentucky,Wallins Creek,142.0,84.0
 Kentucky,Virgie,269.0,75.0
 Kentucky,Vine Grove,5534.0,1526.0
 Kentucky,Villa Hills,7399.0,2086.0
 Kentucky,Vicco,326.0,109.0
 Kentucky,Versailles,8985.0,2381.0
 Kentucky,Verona,1141.0,361.0
 Kentucky,Wellington,506.0,106.0
 Kentucky,Smiths Grove,811.0,197.0
 Kentucky,Simpsonville,2618.0,455.0
 Kentucky,Shively,15570.0,5077.0
 Kentucky,Richmond,32574.0,10255.0
 Kentucky,Richlawn,417.0,85.0
 Kentucky,Reidland,4419.0,1062.0
 Kentucky,Raywick,137.0,53.0
 Kentucky,Ravenna,473.0,225.0
 Kentucky,Radcliff,22913.0,5760.0
 Kentucky,Raceland,2932.0,1049.0
 Kentucky,Rabbit Hash,426.0,119.0
 Kentucky,Pryorsburg,207.0,70.0
 Kentucky,Providence,3125.0,1229.0
 Kentucky,Prospect,4806.0,1434.0
 Kentucky,Princeton,6251.0,2242.0
 Kentucky,Prestonville,107.0,40.0
 Kentucky,Prestonsburg,3398.0,1741.0
 Kentucky,Rineyville,3399.0,773.0
 Kentucky,Powderly,694.0,334.0
 Kentucky,Poole,285.0,73.0
 Kentucky,Plum Springs,472.0,107.0
 Kentucky,Pleasureville,883.0,206.0
 Kentucky,Pleasant View,395.0,194.0
 Kentucky,Plantation,822.0,166.0
 Kentucky,Plano,1194.0,223.0
 Kentucky,Pippa Passes,527.0,307.0
 Kentucky,Pioneer Village,2765.0,1073.0
 Kentucky,Pineville,1629.0,906.0
 Kentucky,Pine Knot,1810.0,926.0
 Kentucky,Pikeville,7038.0,2695.0
 Kentucky,Southgate,3821.0,681.0
 Kentucky,Lewisport,1522.0,539.0
 Kentucky,Sonora,638.0,153.0
 Kentucky,Poplar Hills,439.0,90.0
 Kentucky,Silver Grove,1154.0,280.0
 Kentucky,River Bluff,417.0,100.0
 Kentucky,Robards,609.0,181.0
 Kentucky,Shepherdsville,11695.0,2547.0
 Kentucky,Shelbyville,14782.0,3490.0
 Kentucky,Sharpsburg,405.0,171.0
 Kentucky,Seneca Gardens,621.0,200.0
 Kentucky,Sedalia,352.0,217.0
 Kentucky,Sebree,1556.0,495.0
 Kentucky,Scottsville,4335.0,1554.0
 Kentucky,Science Hill,610.0,231.0
 Kentucky,Sardis,120.0,62.0
 Kentucky,Sandy Hook,548.0,279.0
 Kentucky,Sanders,274.0,134.0
 Kentucky,Salyersville,1754.0,844.0
 Kentucky,Salvisa,562.0,94.0
 Kentucky,Salt Lick,353.0,127.0
 Kentucky,Riverwood,503.0,128.0
 Kentucky,Salem,809.0,386.0
 Kentucky,St. Matthews,17837.0,4134.0
 Kentucky,St. Charles,293.0,125.0
 Kentucky,Sadieville,294.0,82.0
 Kentucky,Sacramento,406.0,156.0
 Kentucky,Ryland Heights,1072.0,318.0
 Kentucky,Russellville,7015.0,3362.0
 Kentucky,Russell Springs,2491.0,1133.0
 Kentucky,Russell,3307.0,1196.0
 Kentucky,Rosine,40.0,40.0
 Kentucky,Rolling Hills,832.0,183.0
 Kentucky,Rolling Fields,743.0,230.0
 Kentucky,Rockport,245.0,122.0
 Kentucky,Rockholds,622.0,157.0
 Kentucky,Rochester,275.0,89.0
 Kentucky,St. Regis Park,1412.0,411.0
 Kentucky,Lexington-Fayette urban,308306.0,80567.0
 Kentucky,Coldstream,1238.0,161.0
 Kentucky,Lincolnshire,147.0,42.0
 Kentucky,Cambridge,170.0,49.0
 Kentucky,Camargo,1297.0,448.0
 Kentucky,Calvert City,2543.0,830.0
 Kentucky,California,121.0,35.0
 Kentucky,Calhoun,894.0,389.0
 Kentucky,Cadiz,2618.0,984.0
 Kentucky,Butler,495.0,258.0
 Kentucky,Campbellsburg,789.0,229.0
 Kentucky,Burnside,888.0,405.0
 Kentucky,Burlington,16892.0,3536.0
 Kentucky,Burkesville,1414.0,613.0
 Kentucky,Burgin,1238.0,406.0
 Kentucky,Buffalo,482.0,136.0
 Kentucky,Buckner,5693.0,3493.0
 Kentucky,Buckhorn,125.0,38.0
 Kentucky,Brownsville,857.0,465.0
 Kentucky,Burna,351.0,82.0
 Kentucky,Campbellsville,10983.0,3892.0
 Kentucky,Campton,574.0,259.0
 Kentucky,Caneyville,649.0,244.0
 Kentucky,Clay City,1283.0,571.0
 Kentucky,Clay,1048.0,420.0
 Kentucky,Claryville,2446.0,560.0
 Kentucky,Clarkson,1036.0,412.0
 Kentucky,Chaplin,259.0,86.0
 Kentucky,Cerulean,219.0,85.0
 Kentucky,Central City,5918.0,2870.0
 Kentucky,Centertown,367.0,154.0
 Kentucky,Cecilia,429.0,65.0
 Kentucky,Cayce,82.0,44.0
 Kentucky,Cawood,703.0,451.0
 Kentucky,Cave City,2210.0,775.0
 Kentucky,Catlettsburg,1959.0,1036.0
 Kentucky,Carrsville,34.0,29.0
 Kentucky,Carrollton,3933.0,1318.0
 Kentucky,Carlisle,2163.0,980.0
 Kentucky,Cannonsburg,658.0,175.0
 Kentucky,Brownsboro Village,314.0,78.0
 Kentucky,Phelps,1068.0,495.0
 Kentucky,Brownsboro Farm,674.0,129.0
 Kentucky,Brooks,2505.0,784.0
 Kentucky,Woodlawn Park,952.0,255.0
 Kentucky,Woodlawn,252.0,41.0
 Kentucky,Woodland Hills,774.0,155.0
 Kentucky,Woodbury,102.0,44.0
 Kentucky,Woodburn,304.0,147.0
