State,City,Population,Never Married,Married,Divorced,Separated,Widowed
 California,Vernon,41.0,10.0,22.0,3.0,2.0,1.0
 California,Victor,592.0,54.0,158.0,34.0,0.0,25.0
 California,Victorville,120703.0,33395.0,37338.0,9865.0,3369.0,4026.0
 California,View Park-Windsor Hills,11648.0,3272.0,4180.0,1592.0,187.0,606.0
 California,Villa Park,5947.0,1280.0,3065.0,329.0,46.0,370.0
 California,Vina,181.0,79.0,30.0,56.0,0.0,8.0
 California,Vincent,17006.0,4969.0,6741.0,876.0,340.0,642.0
 California,Vine Hill,4144.0,1307.0,1426.0,430.0,43.0,177.0
 California,Vineyard,26452.0,6064.0,10967.0,1729.0,367.0,906.0
 California,Visalia,127842.0,32236.0,46137.0,11413.0,1874.0,4854.0
 California,Vista,97564.0,29808.0,35408.0,8276.0,1084.0,3323.0
 California,Vista Santa Rosa,3173.0,794.0,1228.0,95.0,59.0,73.0
 California,Volcano,20.0,0.0,0.0,20.0,0.0,0.0
 California,Volta,172.0,50.0,84.0,0.0,0.0,19.0
 California,Walker,832.0,74.0,411.0,152.0,0.0,44.0
 California,Wallace,877.0,287.0,442.0,0.0,43.0,105.0
 California,Walnut Creek,66799.0,15199.0,30430.0,6200.0,577.0,5293.0
 California,Westmont,32566.0,13245.0,6656.0,2178.0,869.0,1341.0
 California,Exeter,10481.0,2733.0,3673.0,761.0,174.0,447.0
 California,Fortuna,11904.0,2830.0,4674.0,1110.0,240.0,678.0
 California,Woodcrest,16049.0,4174.0,7532.0,1030.0,187.0,581.0
 California,Woodbridge,3705.0,743.0,1854.0,295.0,107.0,157.0
 California,Woodacre,1623.0,246.0,681.0,321.0,13.0,200.0
 California,Wofford Heights,1684.0,267.0,1007.0,230.0,29.0,151.0
 California,Winton,11669.0,2916.0,4077.0,560.0,273.0,184.0
 California,Winters,6927.0,1596.0,3350.0,433.0,85.0,204.0
 California,Winterhaven,171.0,52.0,0.0,18.0,0.0,69.0
 California,Winter Gardens,20703.0,4964.0,8408.0,2246.0,236.0,870.0
 California,Windsor,27205.0,5902.0,12262.0,2064.0,439.0,1218.0
 California,Winchester,2824.0,777.0,1046.0,181.0,41.0,334.0
 California,Wilton,5030.0,934.0,2615.0,311.0,96.0,277.0
 California,Wilsonia,0.0,0.0,0.0,0.0,0.0,0.0
 California,Willows,6111.0,1428.0,2139.0,692.0,75.0,374.0
 California,Willow Creek,1553.0,282.0,601.0,334.0,27.0,17.0
 California,Willowbrook,20685.0,7322.0,5341.0,707.0,692.0,517.0
 California,Williams,5159.0,1307.0,2289.0,262.0,82.0,142.0
 California,Wilkerson,557.0,108.0,333.0,18.0,6.0,0.0
 California,Wildomar,34220.0,9524.0,13080.0,2663.0,746.0,1235.0
 California,Whittier,86688.0,27369.0,30882.0,6124.0,1602.0,3927.0
 California,Whitley Gardens,280.0,57.0,162.0,17.0,25.0,0.0
 California,Whitewater,611.0,126.0,172.0,83.0,0.0,21.0
 California,Whitehawk,44.0,0.0,39.0,0.0,0.0,5.0
 California,Wheatland,3543.0,1027.0,1505.0,206.0,30.0,100.0
 California,Westwood,1595.0,286.0,634.0,178.0,46.0,112.0
 California,West Whittier-Los Nietos,27114.0,9211.0,9426.0,1838.0,673.0,1156.0
 California,Westside,279.0,111.0,67.0,25.0,0.0,0.0
 California,West Sacramento,50747.0,13608.0,17993.0,4902.0,1129.0,1965.0
 California,West Rancho Dominguez,22605.0,7857.0,6172.0,1452.0,862.0,1342.0
 California,West Puente Valley,24077.0,7799.0,8325.0,1534.0,631.0,1291.0
 California,Woodlake,7525.0,2102.0,2404.0,557.0,115.0,263.0
 California,Woodland,56997.0,13635.0,22497.0,4939.0,1080.0,2521.0
 California,Woodlands,632.0,24.0,434.0,57.0,32.0,52.0
 California,Woodside,5479.0,961.0,2865.0,349.0,65.0,237.0
 California,Fountain Valley,56696.0,14649.0,25015.0,4669.0,658.0,2552.0
 California,Foster City,32377.0,6241.0,16643.0,1834.0,342.0,1307.0
 California,Fort Washington,734.0,92.0,355.0,0.0,0.0,0.0
 California,Fort Jones,978.0,225.0,328.0,80.0,17.0,41.0
 California,Fort Irwin,9238.0,1757.0,4057.0,110.0,14.0,15.0
 California,Fort Dick,918.0,278.0,351.0,96.0,0.0,44.0
 California,Fort Bragg,7261.0,1938.0,2421.0,772.0,100.0,398.0
 California,Fort Bidwell,204.0,94.0,41.0,17.0,3.0,12.0
 California,Forestville,3367.0,1267.0,1186.0,456.0,106.0,159.0
 California,Forest Ranch,831.0,72.0,514.0,140.0,0.0,42.0
 California,Forest Meadows,1568.0,266.0,723.0,175.0,51.0,159.0
 California,Foresthill,1124.0,215.0,450.0,228.0,0.0,26.0
 California,Ford City,4085.0,1248.0,1189.0,322.0,71.0,223.0
 California,Forbestown,344.0,0.0,177.0,51.0,0.0,0.0
 California,West Point,628.0,147.0,240.0,123.0,0.0,71.0
 California,Foothill Farms,33090.0,8928.0,11065.0,3599.0,870.0,1248.0
 California,Folsom,74156.0,16394.0,32314.0,7087.0,895.0,2744.0
 California,Floriston,40.0,0.0,26.0,8.0,0.0,6.0
 California,Florin,50899.0,14365.0,16280.0,4670.0,1713.0,2130.0
 California,Florence-Graham,63177.0,22216.0,17943.0,2325.0,1892.0,1803.0
 California,Fish Camp,51.0,17.0,9.0,13.0,0.0,12.0
 California,Firebaugh,8084.0,2965.0,2318.0,208.0,110.0,224.0
 California,Fillmore,15296.0,4002.0,5530.0,1020.0,124.0,622.0
 California,Fields Landing,229.0,72.0,146.0,0.0,0.0,0.0
 California,Yorba Linda,67033.0,13593.0,34066.0,3380.0,520.0,2833.0
 California,Yolo,577.0,106.0,225.0,43.0,18.0,0.0
 California,Yettem,300.0,196.0,0.0,0.0,24.0,0.0
 California,Yankee Hill,270.0,72.0,107.0,69.0,3.0,10.0
 California,Wrightwood,4442.0,992.0,1663.0,539.0,22.0,132.0
 California,Woodville,1798.0,489.0,676.0,45.0,4.0,60.0
 California,Fontana,203677.0,60285.0,70633.0,11903.0,3831.0,5652.0
 California,West Park,717.0,221.0,308.0,29.0,44.0,22.0
 California,Willits,4853.0,1159.0,1540.0,670.0,99.0,569.0
 California,Friant,244.0,66.0,62.0,44.0,0.0,72.0
 California,Galt,24607.0,5583.0,9516.0,2254.0,248.0,883.0
 California,Furnace Creek,187.0,91.0,44.0,28.0,6.0,18.0
 California,Fulton,638.0,129.0,323.0,30.0,0.0,10.0
 California,Fullerton,138976.0,43373.0,52802.0,9199.0,2485.0,5397.0
 California,Fuller Acres,970.0,302.0,290.0,46.0,38.0,17.0
 California,Fruitridge Pocket,5725.0,1931.0,1522.0,309.0,223.0,287.0
 California,Onyx,604.0,196.0,241.0,106.0,0.0,29.0
 California,Ontario,168218.0,51079.0,57269.0,11903.0,4150.0,5513.0
 California,Olivehurst,14293.0,3831.0,4688.0,1448.0,272.0,508.0
 California,Old Station,109.0,32.0,30.0,22.0,0.0,0.0
 California,Old Fig Garden,5493.0,1346.0,2105.0,584.0,62.0,419.0
 California,Olancha,152.0,0.0,89.0,18.0,0.0,41.0
 California,Ojai,7587.0,1409.0,3154.0,965.0,113.0,399.0
 California,Garberville,988.0,358.0,258.0,210.0,5.0,28.0
 California,Oildale,33842.0,9457.0,9374.0,4582.0,1018.0,1534.0
 California,Fruitdale,980.0,265.0,418.0,85.0,10.0,31.0
 California,Westmorland,1750.0,406.0,601.0,76.0,66.0,109.0
 California,Fresno,510451.0,155205.0,155053.0,42511.0,11862.0,18922.0
 California,French Valley,27752.0,5878.0,11609.0,1680.0,408.0,685.0
 California,French Gulch,494.0,124.0,202.0,59.0,12.0,39.0
 California,French Camp,4057.0,1918.0,1121.0,359.0,122.0,52.0
 California,Fremont,225221.0,48433.0,109211.0,12130.0,2513.0,8090.0
 California,Freeport,51.0,0.0,14.0,23.0,0.0,0.0
 California,Freedom,3027.0,887.0,1063.0,157.0,24.0,141.0
 California,Frazier Park,2654.0,389.0,1061.0,297.0,58.0,59.0
 California,Franklin CDP (Sacramento County),97.0,55.0,17.0,25.0,0.0,0.0
 California,Franklin CDP (Merced County),7511.0,2028.0,2697.0,500.0,46.0,287.0
 California,Fowler,6006.0,1712.0,1770.0,395.0,247.0,319.0
 California,Ocotillo,252.0,100.0,34.0,39.0,0.0,25.0
 California,Gardena,59931.0,17473.0,21812.0,4946.0,1690.0,3145.0
 California,Orange,139761.0,44821.0,53053.0,10108.0,1992.0,5061.0
 California,Garden Farms,265.0,30.0,158.0,36.0,0.0,0.0
 California,Zayante,881.0,253.0,327.0,89.0,31.0,17.0
 California,Yucca Valley,21258.0,4731.0,7355.0,2571.0,556.0,1850.0
 California,Yucaipa,52739.0,12015.0,21981.0,4925.0,877.0,2430.0
 California,Yuba City,66038.0,15347.0,26886.0,5934.0,878.0,2762.0
 California,Garden Acres,11278.0,3313.0,3929.0,725.0,318.0,370.0
 California,Yountville,2985.0,403.0,1104.0,555.0,26.0,664.0
 California,Yosemite Valley,1067.0,582.0,279.0,107.0,19.0,0.0
 California,Yosemite Lakes,4990.0,866.0,2824.0,209.0,73.0,169.0
 California,Gonzales,8378.0,2316.0,2888.0,132.0,75.0,263.0
 California,Goleta,30541.0,9034.0,11891.0,2265.0,521.0,1634.0
 California,Gold River,7639.0,1083.0,4349.0,628.0,107.0,413.0
 California,Gold Mountain,21.0,0.0,21.0,0.0,0.0,0.0
 California,Golden Hills,8313.0,1671.0,3642.0,601.0,169.0,330.0
 California,Yreka,7635.0,1546.0,2886.0,837.0,119.0,518.0
 California,Glen Ellen,593.0,78.0,281.0,133.0,60.0,20.0
 California,Garden Grove,174721.0,51334.0,67389.0,11427.0,3254.0,7692.0
 California,Garey,170.0,86.0,69.0,10.0,0.0,5.0
 California,Gasquet,596.0,98.0,286.0,34.0,0.0,35.0
 California,Gazelle,56.0,9.0,26.0,10.0,1.0,6.0
 California,Georgetown,2473.0,350.0,1076.0,263.0,50.0,152.0
 California,Garnet,6844.0,1741.0,2542.0,431.0,94.0,146.0
 California,Gerber,1129.0,290.0,464.0,123.0,8.0,50.0
 California,Geyserville,1088.0,271.0,473.0,118.0,2.0,39.0
 California,Gilroy,51649.0,13442.0,20026.0,3286.0,1118.0,1434.0
 California,Glendale,196984.0,55588.0,83631.0,13371.0,3479.0,11451.0
 California,Glendora,51137.0,14013.0,20710.0,3864.0,765.0,2564.0
 Colorado,Montrose,18970.0,3543.0,8338.0,2297.0,325.0,1056.0
 Colorado,Milliken,5975.0,1087.0,2973.0,315.0,0.0,72.0
 Colorado,Minturn,1050.0,402.0,353.0,77.0,9.0,55.0
 Colorado,Moffat,131.0,20.0,58.0,39.0,0.0,8.0
 Colorado,Monte Vista,4366.0,856.0,1702.0,488.0,25.0,325.0
 Colorado,Castle Pines Village,4504.0,665.0,2566.0,101.0,9.0,84.0
 Colorado,Montezuma,57.0,8.0,35.0,4.0,0.0,0.0
 Colorado,Midland,163.0,49.0,83.0,5.0,15.0,0.0
 Colorado,Monument,6252.0,1048.0,3022.0,270.0,77.0,83.0
 Colorado,Mount Crested Butte,859.0,306.0,326.0,88.0,9.0,35.0
 Colorado,Morrison,394.0,61.0,142.0,70.0,6.0,88.0
 Colorado,Mountain Meadows,192.0,40.0,85.0,52.0,0.0,0.0
 Colorado,Mountain View,607.0,152.0,170.0,142.0,18.0,23.0
 Colorado,Mountain Village,1405.0,564.0,464.0,148.0,26.0,4.0
 Colorado,Mulford,169.0,11.0,101.0,0.0,9.0,8.0
 Colorado,Nederland,1531.0,448.0,498.0,190.0,39.0,30.0
 Colorado,Naturita,461.0,96.0,186.0,83.0,18.0,34.0
 Colorado,Merino,245.0,78.0,58.0,39.0,6.0,19.0
 Colorado,Morgan Heights,386.0,67.0,248.0,0.0,0.0,30.0
 Colorado,Meridian,3107.0,814.0,1215.0,573.0,19.0,90.0
 Colorado,Aguilar,660.0,159.0,327.0,37.0,8.0,44.0
 Colorado,Mead,3967.0,496.0,2081.0,242.0,53.0,55.0
 Colorado,Aetna Estates,1165.0,337.0,415.0,76.0,0.0,0.0
 Colorado,Acres Green,2921.0,720.0,1370.0,239.0,0.0,67.0
 Colorado,New Castle,4569.0,792.0,2017.0,371.0,0.0,158.0
 Colorado,Carbondale,6516.0,1543.0,2579.0,708.0,175.0,191.0
 Colorado,Louviers,152.0,10.0,94.0,6.0,0.0,28.0
 Colorado,Cascade-Chipita Park,1561.0,260.0,725.0,278.0,57.0,27.0
 Colorado,Castle Pines,10399.0,1289.0,5548.0,724.0,11.0,172.0
 Colorado,Loveland,71755.0,15156.0,31175.0,7537.0,658.0,3377.0
 Colorado,Meeker,2770.0,422.0,1277.0,230.0,5.0,145.0
 Colorado,Lynn,6.0,0.0,3.0,0.0,0.0,3.0
 Colorado,McCoy,27.0,7.0,20.0,0.0,0.0,0.0
 Colorado,Manassa,1060.0,244.0,443.0,52.0,15.0,51.0
 Colorado,Mancos,1727.0,445.0,567.0,293.0,13.0,62.0
 Colorado,Manitou Springs,5211.0,1301.0,2469.0,615.0,26.0,191.0
 Colorado,Manzanola,445.0,154.0,150.0,56.0,9.0,27.0
 Colorado,Marble,150.0,34.0,91.0,9.0,0.0,4.0
 Colorado,Maybell,56.0,6.0,8.0,0.0,4.0,38.0
 Colorado,Maysville,95.0,18.0,77.0,0.0,0.0,0.0
 Colorado,Lyons,2056.0,505.0,913.0,166.0,0.0,26.0
 Colorado,Niwot,4497.0,912.0,2215.0,339.0,16.0,66.0
 Colorado,Estes Park,6103.0,1017.0,3102.0,749.0,5.0,392.0
 Colorado,Norrie,0.0,0.0,0.0,0.0,0.0,0.0
 Colorado,Brush,5488.0,1095.0,1957.0,613.0,83.0,296.0
 Colorado,Broomfield,60699.0,12666.0,28104.0,4594.0,434.0,2145.0
 Colorado,Brookside,247.0,36.0,125.0,18.0,0.0,7.0
 Colorado,Brighton,35582.0,8532.0,13598.0,3063.0,554.0,1206.0
 Colorado,Brick Center,34.0,0.0,34.0,0.0,0.0,0.0
 Colorado,Breckenridge,4682.0,2164.0,1730.0,174.0,14.0,18.0
 Colorado,Branson,41.0,1.0,21.0,2.0,0.0,10.0
 Colorado,Brandon,18.0,0.0,18.0,0.0,0.0,0.0
 Colorado,Bow Mar,1045.0,188.0,557.0,42.0,3.0,31.0
 Colorado,Boulder,103919.0,51370.0,30219.0,7520.0,657.0,2469.0
 Colorado,Boone,346.0,99.0,116.0,20.0,7.0,28.0
 Colorado,Bonanza Mountain Estates,96.0,44.0,27.0,0.0,0.0,25.0
 Colorado,Bonanza,8.0,6.0,0.0,2.0,0.0,0.0
 Colorado,Blue Sky,0.0,0.0,0.0,0.0,0.0,0.0
 Colorado,Blue River,784.0,246.0,330.0,51.0,4.0,8.0
 Colorado,Blende,727.0,118.0,324.0,57.0,12.0,66.0
 Colorado,Blanca,478.0,143.0,159.0,59.0,0.0,25.0
 Colorado,Black Hawk,155.0,46.0,63.0,34.0,0.0,12.0
 Colorado,Black Forest,12918.0,1988.0,7820.0,603.0,18.0,260.0
 Colorado,Buena Vista,2705.0,597.0,1198.0,228.0,15.0,111.0
 Colorado,Burlington,3931.0,919.0,1817.0,222.0,46.0,263.0
 Colorado,Byers,1357.0,264.0,707.0,125.0,14.0,41.0
 Colorado,Calhan,832.0,146.0,373.0,78.0,12.0,37.0
 Colorado,Peyton,307.0,48.0,137.0,0.0,0.0,12.0
 Colorado,Perry Park,1727.0,177.0,1110.0,118.0,19.0,80.0
 Colorado,Peoria,178.0,55.0,73.0,2.0,0.0,11.0
 Colorado,Penrose,3211.0,468.0,1685.0,275.0,63.0,186.0
 Colorado,Peetz,242.0,69.0,97.0,27.0,4.0,14.0
 Colorado,Parshall,57.0,0.0,44.0,0.0,0.0,13.0
 Colorado,Parker,47342.0,7829.0,22567.0,3239.0,300.0,687.0
 Colorado,Paragon Estates,848.0,153.0,531.0,61.0,10.0,30.0
 Colorado,Parachute,1095.0,233.0,304.0,128.0,33.0,57.0
 Colorado,Beulah Valley,768.0,93.0,286.0,151.0,0.0,65.0
 Colorado,Paonia,1255.0,237.0,491.0,205.0,18.0,93.0
 Colorado,Palmer Lake,2529.0,382.0,1216.0,278.0,0.0,68.0
 Colorado,Palisade,2654.0,560.0,977.0,425.0,37.0,140.0
 Colorado,Pagosa Springs,1729.0,501.0,488.0,269.0,36.0,102.0
 Colorado,Padroni,143.0,28.0,45.0,18.0,0.0,6.0
 Colorado,Ovid,311.0,96.0,102.0,45.0,6.0,26.0
 Colorado,Ouray,853.0,248.0,435.0,60.0,0.0,32.0
 Colorado,Capulin,115.0,29.0,53.0,10.0,0.0,6.0
 Colorado,Ca?on City,16408.0,3610.0,6564.0,1995.0,304.0,1059.0
 Colorado,Campo,41.0,0.0,30.0,4.0,1.0,6.0
 Colorado,Paoli,63.0,8.0,46.0,6.0,0.0,3.0
 Colorado,No Name,146.0,44.0,102.0,0.0,0.0,0.0
 Colorado,Bethune,297.0,63.0,122.0,4.0,1.0,20.0
 Colorado,Berkley,11599.0,3631.0,3510.0,1476.0,203.0,538.0
 Colorado,Alamosa East,1576.0,422.0,658.0,93.0,7.0,31.0
 Colorado,Alamosa,9592.0,3296.0,2807.0,839.0,183.0,398.0
 Colorado,Akron,1903.0,378.0,861.0,218.0,51.0,128.0
 Colorado,Air Force Academy,5864.0,4167.0,891.0,49.0,31.0,0.0
 Colorado,Otis,438.0,75.0,166.0,34.0,14.0,33.0
 Colorado,Ordway,1393.0,437.0,283.0,144.0,24.0,93.0
 Colorado,Orchard Mesa,6385.0,1474.0,2765.0,748.0,42.0,328.0
 Colorado,Orchard City,3047.0,324.0,1385.0,478.0,28.0,272.0
 Colorado,Orchard,113.0,5.0,73.0,18.0,0.0,5.0
 Colorado,Ophir,226.0,37.0,104.0,11.0,0.0,0.0
 Colorado,Olney Springs,507.0,99.0,165.0,50.0,11.0,19.0
 Colorado,Olathe,1999.0,323.0,728.0,202.0,68.0,100.0
 Colorado,Oak Creek,836.0,189.0,326.0,115.0,23.0,34.0
 Colorado,Nunn,524.0,132.0,226.0,43.0,6.0,21.0
 Colorado,Nucla,525.0,84.0,238.0,80.0,0.0,45.0
 Colorado,Norwood,595.0,89.0,223.0,130.0,5.0,33.0
 Colorado,North Washington,272.0,110.0,124.0,9.0,0.0,15.0
 Colorado,North La Junta,449.0,55.0,142.0,51.0,30.0,52.0
 Colorado,Northglenn,37754.0,10143.0,13738.0,4153.0,634.0,1582.0
 Colorado,Allenspark,673.0,121.0,363.0,51.0,13.0,44.0
 Colorado,Alma,302.0,129.0,65.0,50.0,4.0,3.0
 Colorado,Alpine,146.0,0.0,131.0,0.0,0.0,0.0
 Colorado,Altona,550.0,117.0,297.0,40.0,0.0,0.0
 Colorado,Bennett,1915.0,450.0,830.0,194.0,31.0,32.0
 Colorado,Bayfield,2478.0,597.0,976.0,232.0,0.0,102.0
 Colorado,Battlement Mesa,4689.0,658.0,2512.0,201.0,58.0,196.0
 Colorado,Basalt,3791.0,797.0,1631.0,634.0,91.0,82.0
 Colorado,Bark Ranch,222.0,45.0,163.0,0.0,0.0,0.0
 Colorado,Avondale,803.0,146.0,510.0,41.0,0.0,9.0
 Colorado,Avon,6414.0,1968.0,2568.0,309.0,19.0,91.0
 Colorado,Aurora,345867.0,91229.0,123827.0,33208.0,7228.0,12109.0
 Colorado,Castle Rock,52143.0,8324.0,25282.0,3755.0,318.0,1183.0
 Colorado,Berthoud,5497.0,919.0,2452.0,647.0,159.0,285.0
 Colorado,Ault,1750.0,306.0,638.0,222.0,26.0,56.0
 Colorado,Aspen Park,748.0,119.0,312.0,125.0,0.0,28.0
 Colorado,Aspen,6740.0,2510.0,2072.0,1312.0,19.0,88.0
 Colorado,Arvada,111658.0,24744.0,48461.0,12311.0,966.0,4884.0
 Colorado,Arriba,188.0,37.0,64.0,29.0,13.0,17.0
 Colorado,Aristocrat Ranchettes,1275.0,279.0,484.0,99.0,27.0,102.0
 Colorado,Arboles,246.0,28.0,136.0,24.0,10.0,13.0
 Colorado,Applewood,7623.0,1641.0,3502.0,868.0,38.0,367.0
 Colorado,Antonito,757.0,186.0,234.0,101.0,12.0,74.0
 Colorado,Amherst,56.0,0.0,16.0,40.0,0.0,0.0
 Colorado,Atwood,228.0,42.0,73.0,48.0,0.0,11.0
 Colorado,Cathedral,17.0,3.0,14.0,0.0,0.0,0.0
 Colorado,La Junta,7018.0,1884.0,2764.0,633.0,47.0,366.0
 Colorado,Cattle Creek,731.0,240.0,203.0,18.0,20.0,0.0
 Colorado,East Pleasant View,425.0,176.0,151.0,39.0,0.0,31.0
 Colorado,Eaton,4662.0,843.0,2233.0,328.0,0.0,97.0
 Colorado,Eckley,342.0,78.0,120.0,31.0,9.0,25.0
 Colorado,Edgewater,5237.0,2003.0,1281.0,821.0,68.0,189.0
 Colorado,Edwards,9792.0,2836.0,4017.0,822.0,64.0,26.0
 Colorado,Elbert,187.0,67.0,56.0,19.0,0.0,10.0
 Colorado,Eldora,119.0,50.0,14.0,14.0,14.0,0.0
 Colorado,Eldorado Springs,782.0,136.0,456.0,59.0,26.0,8.0
 Colorado,Elizabeth,1236.0,310.0,504.0,80.0,31.0,37.0
 Colorado,Eagle,6553.0,708.0,3157.0,393.0,113.0,198.0
 Colorado,El Jebel,3526.0,1096.0,1435.0,214.0,59.0,33.0
 Colorado,El Moro,325.0,71.0,178.0,12.0,0.0,3.0
 Colorado,Empire,312.0,84.0,127.0,44.0,6.0,11.0
 Colorado,Englewood,31877.0,10584.0,9944.0,4119.0,500.0,1659.0
 Colorado,Haswell,74.0,13.0,47.0,2.0,0.0,5.0
 Colorado,Hasty,96.0,6.0,48.0,8.0,0.0,11.0
 Colorado,Hartman,62.0,9.0,28.0,5.0,0.0,5.0
 Colorado,Gypsum,6685.0,1276.0,2875.0,963.0,29.0,75.0
 Colorado,Gunnison,5955.0,3177.0,1236.0,611.0,55.0,215.0
 Colorado,Gunbarrel,9184.0,2640.0,4159.0,999.0,49.0,227.0
 Colorado,Ellicott,703.0,159.0,321.0,18.0,12.0,39.0
 Colorado,Eads,612.0,120.0,231.0,67.0,0.0,73.0
 Colorado,Durango,17486.0,7078.0,5473.0,1864.0,53.0,729.0
 Colorado,Downieville-Lawson-Dumont,474.0,157.0,227.0,15.0,0.0,37.0
 Colorado,Crested Butte,1445.0,608.0,478.0,78.0,30.0,12.0
 Colorado,Crestone,107.0,27.0,4.0,49.0,6.0,9.0
 Colorado,Cripple Creek,1341.0,364.0,373.0,220.0,23.0,81.0
 Colorado,Crisman,351.0,34.0,123.0,50.0,40.0,0.0
 Colorado,Crook,143.0,35.0,50.0,12.0,0.0,16.0
 Colorado,Crowley,284.0,92.0,75.0,42.0,2.0,19.0
 Colorado,Dacono,4461.0,844.0,1863.0,529.0,43.0,235.0
 Colorado,Dakota Ridge,33580.0,7105.0,15745.0,3008.0,318.0,786.0
 Colorado,De Beque,369.0,76.0,156.0,43.0,0.0,22.0
 Colorado,Deer Trail,573.0,69.0,257.0,48.0,16.0,43.0
 Colorado,Del Norte,1984.0,453.0,695.0,273.0,65.0,111.0
 Colorado,Delta,8779.0,1502.0,3538.0,1088.0,156.0,741.0
 Colorado,Denver,649654.0,221200.0,208273.0,67926.0,11531.0,22247.0
 Colorado,Derby,8565.0,2287.0,2593.0,767.0,134.0,275.0
 Colorado,Dillon,865.0,243.0,345.0,163.0,10.0,8.0
 Colorado,Dinosaur,313.0,33.0,149.0,14.0,1.0,23.0
 Colorado,Divide,124.0,11.0,74.0,0.0,0.0,0.0
 Colorado,Dolores,1048.0,273.0,328.0,149.0,15.0,53.0
 Colorado,Dotsero,863.0,212.0,353.0,22.0,18.0,0.0
 Colorado,Dove Creek,707.0,133.0,298.0,66.0,3.0,31.0
 Colorado,Dove Valley,5600.0,1487.0,1912.0,670.0,77.0,50.0
 Colorado,Guffey,81.0,57.0,0.0,24.0,0.0,0.0
 Colorado,Crawford,287.0,67.0,84.0,69.0,6.0,12.0
 Colorado,Grover,83.0,13.0,48.0,3.0,4.0,0.0
 Colorado,Green Mountain Falls,671.0,156.0,273.0,109.0,2.0,31.0
 Colorado,Fraser,1102.0,483.0,291.0,147.0,20.0,22.0
 Colorado,Franktown,203.0,0.0,123.0,13.0,0.0,11.0
 Colorado,Foxfield,683.0,121.0,393.0,37.0,2.0,15.0
 Colorado,Fowler,1144.0,148.0,471.0,152.0,19.0,98.0
 Colorado,Fountain,27062.0,4190.0,12158.0,2310.0,347.0,471.0
 Colorado,Fort Morgan,11377.0,2370.0,4037.0,1122.0,434.0,519.0
 Colorado,Fort Lupton,7669.0,1430.0,2917.0,856.0,107.0,261.0
 Colorado,Fort Garland,470.0,112.0,211.0,30.0,15.0,14.0
 Colorado,Fort Collins,153292.0,58011.0,53685.0,11713.0,980.0,4198.0
 Colorado,Frederick,10186.0,1543.0,4838.0,883.0,36.0,184.0
 Colorado,Fort Carson,14742.0,5372.0,4797.0,359.0,170.0,14.0
 Colorado,Florissant,77.0,22.0,46.0,0.0,0.0,0.0
 Colorado,Florence,3884.0,637.0,1639.0,539.0,61.0,163.0
 Colorado,Fleming,608.0,75.0,260.0,69.0,0.0,33.0
 Colorado,Flagler,596.0,160.0,171.0,63.0,15.0,60.0
 Colorado,Firestone,11255.0,1631.0,5091.0,861.0,101.0,298.0
 Colorado,Federal Heights,12037.0,3011.0,4185.0,1337.0,140.0,424.0
 Colorado,Fairplay,817.0,310.0,274.0,74.0,6.0,16.0
 Colorado,Fairmount,8222.0,1537.0,4226.0,724.0,37.0,257.0
 Colorado,Evergreen,8688.0,1565.0,4538.0,739.0,98.0,339.0
 Colorado,Floyd Hill,1153.0,134.0,795.0,85.0,0.0,20.0
 Colorado,Frisco,2855.0,1208.0,1236.0,121.0,0.0,17.0
 Colorado,Fruita,12750.0,2563.0,5407.0,1203.0,260.0,721.0
 Colorado,Fruitvale,7458.0,1238.0,3673.0,608.0,101.0,554.0
 Colorado,Greeley,97074.0,27977.0,33973.0,9173.0,1432.0,3819.0
 Colorado,Grand View Estates,689.0,146.0,321.0,3.0,0.0,0.0
 Colorado,Grand Lake,329.0,76.0,159.0,51.0,0.0,12.0
 Colorado,Grand Junction,59945.0,14973.0,22212.0,6900.0,968.0,3010.0
 Colorado,Granby,1864.0,304.0,908.0,209.0,14.0,38.0
 Colorado,Granada,507.0,114.0,238.0,24.0,6.0,20.0
 Colorado,Gold Hill,189.0,4.0,124.0,45.0,0.0,0.0
 Colorado,Goldfield,41.0,3.0,18.0,9.0,0.0,0.0
 Colorado,Golden,19780.0,7586.0,6608.0,1732.0,285.0,565.0
 Colorado,Glenwood Springs,9756.0,2674.0,3746.0,985.0,101.0,509.0
 Colorado,Gleneagle,6470.0,629.0,3596.0,450.0,93.0,151.0
 Colorado,Glendale,112.0,49.0,63.0,0.0,0.0,0.0
 Colorado,Glendale,4744.0,2922.0,893.0,422.0,108.0,78.0
 Colorado,Gilcrest,917.0,241.0,386.0,51.0,16.0,26.0
 Colorado,Gerrard,122.0,6.0,107.0,9.0,0.0,0.0
 Colorado,Georgetown,1031.0,282.0,398.0,176.0,15.0,34.0
 Colorado,Genoa,85.0,5.0,42.0,11.0,4.0,11.0
 Colorado,Genesee,3703.0,475.0,2188.0,284.0,0.0,128.0
 Colorado,Garfield,8.0,8.0,0.0,0.0,0.0,0.0
 Colorado,Garden City,277.0,83.0,82.0,45.0,0.0,20.0
 Colorado,Fulford,0.0,0.0,0.0,0.0,0.0,0.0
 Colorado,Greenwood Village,14920.0,2994.0,7858.0,981.0,76.0,376.0
 Colorado,Catherine,288.0,51.0,96.0,22.0,0.0,34.0
 Colorado,Craig,8983.0,1725.0,3463.0,986.0,131.0,526.0
 Colorado,Cortez,8571.0,2089.0,3028.0,1186.0,73.0,423.0
 Colorado,Larkspur,248.0,57.0,115.0,29.0,12.0,18.0
