State,City,Population,Never Married,Married,Divorced,Separated,Widowed
 North Carolina,Morehead City,9162.0,2002.0,3234.0,1346.0,191.0,766.0
 North Carolina,Moravian Falls,1564.0,313.0,593.0,258.0,17.0,82.0
 North Carolina,Mooresville,34930.0,8271.0,14278.0,2321.0,602.0,1419.0
 North Carolina,Mooresboro,486.0,92.0,145.0,30.0,33.0,72.0
 North Carolina,Montreat,677.0,334.0,271.0,14.0,7.0,18.0
 North Carolina,Monroe,33951.0,8657.0,11925.0,2463.0,932.0,1762.0
 North Carolina,Moncure,506.0,59.0,149.0,126.0,0.0,93.0
 North Carolina,Momeyer,250.0,60.0,85.0,33.0,7.0,29.0
 North Carolina,Mocksville,5090.0,1227.0,1676.0,611.0,121.0,390.0
 North Carolina,Misenheimer village,711.0,545.0,110.0,27.0,0.0,10.0
 North Carolina,Mint Hill,24545.0,4824.0,12016.0,2111.0,219.0,1006.0
 North Carolina,Minnesott Beach,385.0,28.0,291.0,29.0,0.0,26.0
 North Carolina,Mineral Springs,2797.0,786.0,1219.0,223.0,39.0,97.0
 North Carolina,Milton,176.0,23.0,58.0,35.0,3.0,28.0
 North Carolina,Mount Holly,13924.0,2958.0,5713.0,1480.0,458.0,816.0
 North Carolina,Mount Olive,4756.0,1933.0,1057.0,425.0,129.0,538.0
 North Carolina,Mount Pleasant,1825.0,424.0,774.0,161.0,2.0,123.0
 North Carolina,Moyock,3456.0,464.0,1658.0,205.0,66.0,124.0
 North Carolina,North Wilkesboro,4250.0,1274.0,1209.0,416.0,129.0,368.0
 North Carolina,Northwest,959.0,255.0,340.0,114.0,21.0,36.0
 North Carolina,North Topsail Beach,1047.0,231.0,488.0,90.0,71.0,71.0
 North Carolina,Northlakes,1681.0,193.0,1081.0,102.0,15.0,7.0
 North Carolina,Northchase,3386.0,818.0,1182.0,524.0,87.0,155.0
 North Carolina,Norman,151.0,12.0,43.0,22.0,8.0,12.0
 North Carolina,Norlina,1131.0,330.0,326.0,100.0,39.0,139.0
 North Carolina,Newton Grove,526.0,91.0,245.0,39.0,27.0,82.0
 North Carolina,Newton,12980.0,3210.0,4575.0,1317.0,308.0,1052.0
 North Carolina,Newport,4598.0,1074.0,1811.0,654.0,204.0,332.0
 North Carolina,Mills River,6964.0,1396.0,3635.0,447.0,92.0,264.0
 North Carolina,New London,596.0,75.0,309.0,72.0,14.0,24.0
 North Carolina,New Bern,30218.0,7154.0,10695.0,2831.0,1047.0,2238.0
 North Carolina,Neuse Forest,2244.0,348.0,1127.0,136.0,23.0,122.0
 North Carolina,Navassa,1887.0,624.0,458.0,210.0,80.0,100.0
 North Carolina,Nashville,5459.0,1538.0,1775.0,904.0,113.0,301.0
 North Carolina,Nags Head,2825.0,659.0,1281.0,289.0,88.0,200.0
 North Carolina,Myrtle Grove,8972.0,1700.0,4686.0,623.0,125.0,454.0
 North Carolina,Murraysville,14844.0,3742.0,6344.0,1346.0,170.0,465.0
 North Carolina,Murphy,2095.0,433.0,610.0,350.0,119.0,209.0
 North Carolina,Murfreesboro,2920.0,1371.0,854.0,137.0,55.0,128.0
 North Carolina,Mulberry,2122.0,384.0,923.0,299.0,53.0,139.0
 North Carolina,Newland,844.0,250.0,278.0,78.0,11.0,59.0
 North Carolina,Denver,1994.0,515.0,761.0,202.0,38.0,180.0
 North Carolina,Millingport,368.0,42.0,187.0,30.0,25.0,24.0
 North Carolina,Midway,4716.0,743.0,2171.0,338.0,220.0,346.0
 North Carolina,Hudson,3732.0,710.0,1932.0,336.0,0.0,171.0
 North Carolina,Hot Springs,573.0,86.0,227.0,96.0,21.0,46.0
 North Carolina,Horse Shoe,2509.0,291.0,1629.0,159.0,28.0,59.0
 North Carolina,Hope Mills,16123.0,3798.0,5552.0,1602.0,361.0,742.0
 North Carolina,Hoopers Creek,1399.0,169.0,817.0,94.0,27.0,58.0
 North Carolina,Hookerton,318.0,53.0,118.0,28.0,17.0,63.0
 North Carolina,Holly Springs,28640.0,4280.0,13672.0,1618.0,403.0,692.0
 North Carolina,Holly Ridge,1785.0,367.0,740.0,194.0,78.0,65.0
 North Carolina,Hollister,854.0,279.0,214.0,77.0,9.0,36.0
 North Carolina,Holden Beach,955.0,85.0,647.0,69.0,8.0,41.0
 North Carolina,Lake Waccamaw,1465.0,402.0,548.0,107.0,34.0,175.0
 North Carolina,Dallas,4540.0,993.0,1829.0,463.0,102.0,312.0
 North Carolina,Dana,2486.0,379.0,1373.0,183.0,50.0,101.0
 North Carolina,Danbury,175.0,79.0,58.0,24.0,0.0,6.0
 North Carolina,Davidson,11765.0,3327.0,4536.0,986.0,293.0,299.0
 North Carolina,Davis,352.0,41.0,135.0,22.0,15.0,67.0
 North Carolina,Deercroft,289.0,0.0,194.0,33.0,36.0,0.0
 North Carolina,Delco,249.0,35.0,181.0,12.0,0.0,21.0
 North Carolina,Dellview,5.0,5.0,0.0,0.0,0.0,0.0
 North Carolina,Norwood,2881.0,765.0,1031.0,289.0,75.0,219.0
 North Carolina,Delway,53.0,30.0,0.0,11.0,0.0,12.0
 North Carolina,Huntersville,50433.0,9027.0,24186.0,3137.0,503.0,1388.0
 North Carolina,Icard,2971.0,788.0,1010.0,515.0,65.0,173.0
 North Carolina,Indian Beach,179.0,37.0,99.0,9.0,5.0,18.0
 North Carolina,Indian Trail,35602.0,6475.0,15537.0,2229.0,542.0,947.0
 North Carolina,Midland,3243.0,678.0,1824.0,248.0,65.0,168.0
 North Carolina,Middlesex,1058.0,234.0,315.0,95.0,48.0,53.0
 North Carolina,Middleburg,154.0,55.0,30.0,17.0,8.0,6.0
 North Carolina,Micro,603.0,105.0,235.0,63.0,11.0,45.0
 North Carolina,Mesic,215.0,52.0,97.0,27.0,10.0,10.0
 North Carolina,Mebane,13309.0,2882.0,5359.0,1331.0,369.0,519.0
 North Carolina,Maysville,915.0,247.0,276.0,139.0,31.0,89.0
 North Carolina,Mayodan,2762.0,705.0,859.0,268.0,114.0,281.0
 North Carolina,Maxton,2598.0,971.0,571.0,146.0,86.0,228.0
 North Carolina,Maury,1563.0,795.0,198.0,277.0,91.0,16.0
 North Carolina,Millers Creek,1842.0,358.0,780.0,177.0,21.0,169.0
 North Carolina,Jonesville,2496.0,491.0,873.0,288.0,70.0,161.0
 North Carolina,Jamesville,547.0,169.0,123.0,66.0,22.0,61.0
 North Carolina,Jamestown,3638.0,770.0,1803.0,305.0,60.0,173.0
 North Carolina,James City,5513.0,885.0,2464.0,789.0,114.0,354.0
 North Carolina,Jacksonville,68315.0,19518.0,26707.0,3973.0,1784.0,1638.0
 North Carolina,Jackson Heights,838.0,146.0,443.0,87.0,10.0,66.0
 North Carolina,Jackson,511.0,126.0,217.0,42.0,25.0,65.0
 North Carolina,JAARS,335.0,44.0,188.0,31.0,0.0,6.0
 North Carolina,Ivanhoe,182.0,35.0,80.0,25.0,15.0,0.0
 North Carolina,Iron Station,620.0,117.0,282.0,120.0,0.0,34.0
 North Carolina,Ingold,525.0,127.0,135.0,0.0,0.0,32.0
 North Carolina,Jefferson,1374.0,284.0,497.0,179.0,28.0,173.0
 North Carolina,Landis,3097.0,519.0,1113.0,324.0,108.0,498.0
 North Carolina,Lansing,194.0,41.0,81.0,14.0,0.0,10.0
 North Carolina,Lasker,124.0,14.0,75.0,12.0,1.0,8.0
 North Carolina,Brookford,402.0,95.0,103.0,86.0,16.0,39.0
 North Carolina,Brunswick,988.0,527.0,151.0,107.0,72.0,60.0
 North Carolina,Bryson City,1748.0,316.0,589.0,264.0,68.0,137.0
 North Carolina,Buies Creek,2668.0,2072.0,269.0,93.0,0.0,60.0
 North Carolina,Bunn,365.0,48.0,157.0,42.0,16.0,35.0
 North Carolina,Bunnlevel,770.0,190.0,205.0,70.0,41.0,81.0
 North Carolina,Burgaw,4011.0,1249.0,1040.0,548.0,251.0,275.0
 North Carolina,Burlington,52241.0,13707.0,18033.0,5469.0,1670.0,3134.0
 North Carolina,Burnsville,1653.0,308.0,720.0,195.0,90.0,176.0
 North Carolina,Butner,7672.0,2140.0,2585.0,812.0,211.0,404.0
 North Carolina,Butters,201.0,98.0,28.0,21.0,0.0,54.0
 North Carolina,McFarlan,162.0,42.0,61.0,8.0,0.0,21.0
 North Carolina,McLeansville,897.0,217.0,415.0,105.0,18.0,44.0
 North Carolina,Brogden,2364.0,802.0,753.0,189.0,38.0,186.0
 North Carolina,Macon,143.0,54.0,57.0,3.0,13.0,14.0
 North Carolina,Maggie Valley,1533.0,158.0,847.0,121.0,20.0,86.0
 North Carolina,Magnolia,1211.0,351.0,332.0,62.0,60.0,54.0
 North Carolina,Maiden,3346.0,726.0,1153.0,316.0,66.0,105.0
 North Carolina,Mamers,1029.0,294.0,272.0,150.0,0.0,40.0
 North Carolina,Manns Harbor,1282.0,321.0,567.0,7.0,28.0,52.0
 North Carolina,Manteo,1522.0,285.0,544.0,231.0,82.0,134.0
 North Carolina,Marble,202.0,8.0,109.0,37.0,0.0,18.0
 North Carolina,Marietta,127.0,28.0,53.0,12.0,4.0,8.0
 North Carolina,Marion,7914.0,1986.0,2133.0,1079.0,421.0,670.0
 North Carolina,Mar-Mac,3924.0,822.0,1378.0,400.0,195.0,129.0
 North Carolina,Marshall,764.0,151.0,276.0,113.0,18.0,61.0
 North Carolina,Marshallberg,312.0,44.0,149.0,42.0,0.0,44.0
 North Carolina,Mars Hill,2410.0,1189.0,579.0,193.0,22.0,117.0
 North Carolina,Madison,2278.0,533.0,877.0,288.0,76.0,225.0
 North Carolina,Marshville,2538.0,735.0,732.0,260.0,79.0,128.0
 North Carolina,Broadway,1242.0,273.0,526.0,91.0,37.0,142.0
 North Carolina,Bridgeton,304.0,50.0,151.0,43.0,15.0,6.0
 North Carolina,Benson,3478.0,765.0,1209.0,374.0,112.0,225.0
 North Carolina,Bent Creek,1431.0,79.0,798.0,103.0,159.0,59.0
 North Carolina,Bermuda Run,2532.0,357.0,1507.0,226.0,6.0,259.0
 North Carolina,Bessemer City,5455.0,1530.0,1589.0,703.0,201.0,411.0
 North Carolina,Bethania,359.0,80.0,208.0,31.0,2.0,18.0
 North Carolina,Bethel,1849.0,566.0,553.0,114.0,76.0,178.0
 North Carolina,Bethlehem,4620.0,996.0,2309.0,326.0,112.0,206.0
 North Carolina,Beulaville,1570.0,396.0,468.0,207.0,94.0,137.0
 North Carolina,Biltmore Forest,1474.0,213.0,899.0,64.0,4.0,73.0
 North Carolina,Biscoe,1874.0,457.0,572.0,156.0,9.0,146.0
 North Carolina,Black Creek,642.0,153.0,201.0,86.0,21.0,14.0
 North Carolina,Black Mountain,8079.0,1815.0,3204.0,1032.0,340.0,775.0
 North Carolina,Bladenboro,1875.0,409.0,631.0,170.0,37.0,131.0
 North Carolina,Broad Creek,2525.0,385.0,1183.0,341.0,78.0,77.0
 North Carolina,Blowing Rock,1206.0,155.0,667.0,117.0,3.0,147.0
 North Carolina,Boardman,199.0,64.0,64.0,15.0,14.0,13.0
 North Carolina,Bogue,662.0,78.0,397.0,43.0,7.0,34.0
 North Carolina,Boiling Spring Lakes,5610.0,1338.0,2374.0,648.0,133.0,187.0
 North Carolina,Boiling Springs,4636.0,1844.0,1499.0,203.0,0.0,174.0
 North Carolina,Bolivia,310.0,60.0,83.0,40.0,6.0,8.0
 North Carolina,Bolton,796.0,196.0,283.0,44.0,6.0,71.0
 North Carolina,Bonnetsville,425.0,135.0,107.0,17.0,12.0,11.0
 North Carolina,Boone,17966.0,14521.0,1702.0,751.0,62.0,413.0
 North Carolina,Boonville,1370.0,227.0,543.0,137.0,26.0,93.0
 North Carolina,Bostic,360.0,78.0,170.0,26.0,5.0,23.0
 North Carolina,Bowmore,26.0,0.0,19.0,0.0,0.0,7.0
 North Carolina,Brevard,7656.0,2122.0,2801.0,685.0,127.0,791.0
 North Carolina,Brices Creek,3921.0,466.0,2034.0,98.0,179.0,55.0
 North Carolina,Blue Clay Farms,12.0,0.0,12.0,0.0,0.0,0.0
 North Carolina,Marvin village,5938.0,686.0,3121.0,59.0,13.0,104.0
 North Carolina,Matthews,29352.0,5716.0,14261.0,1901.0,465.0,1426.0
 North Carolina,Cullowhee,5534.0,4503.0,433.0,120.0,108.0,69.0
 North Carolina,Cherryville,5868.0,1097.0,2515.0,464.0,127.0,528.0
 North Carolina,Cherokee,2157.0,365.0,835.0,230.0,50.0,154.0
 North Carolina,Charlotte,792137.0,250116.0,267046.0,63094.0,18766.0,27841.0
 North Carolina,Chapel Hill,58766.0,27371.0,18769.0,3423.0,390.0,1190.0
 North Carolina,Chadbourn,2169.0,745.0,447.0,252.0,101.0,183.0
 North Carolina,Cerro Gordo,154.0,32.0,50.0,20.0,0.0,19.0
 North Carolina,Centerville,91.0,22.0,39.0,11.0,1.0,5.0
 North Carolina,Cedar Rock village,326.0,28.0,210.0,27.0,0.0,23.0
 North Carolina,Cedar Point,1429.0,198.0,756.0,96.0,3.0,90.0
 North Carolina,Catawba,688.0,115.0,249.0,51.0,17.0,71.0
 North Carolina,Caswell Beach,387.0,45.0,263.0,33.0,10.0,30.0
 North Carolina,Castle Hayne,953.0,164.0,335.0,177.0,26.0,49.0
 North Carolina,Castalia,363.0,113.0,112.0,56.0,3.0,11.0
 North Carolina,Chimney Rock Village village,68.0,11.0,36.0,10.0,5.0,1.0
 North Carolina,Cashiers,109.0,8.0,71.0,21.0,0.0,9.0
 North Carolina,Cary,151186.0,29473.0,72488.0,9494.0,1889.0,4595.0
 North Carolina,Carthage,2531.0,500.0,911.0,310.0,43.0,178.0
 North Carolina,Carrboro,20639.0,7517.0,6823.0,1457.0,301.0,388.0
 North Carolina,Carolina Shores,3549.0,331.0,2014.0,583.0,90.0,352.0
 North Carolina,Carolina Beach,5970.0,1203.0,2532.0,768.0,213.0,355.0
 North Carolina,Caroleen,502.0,61.0,267.0,59.0,0.0,0.0
 North Carolina,Buxton,1250.0,75.0,577.0,146.0,34.0,55.0
 North Carolina,Cajah's Mountain,2752.0,478.0,1337.0,247.0,82.0,189.0
 North Carolina,Calabash,1775.0,313.0,832.0,212.0,39.0,135.0
 North Carolina,Calypso,545.0,143.0,168.0,60.0,11.0,36.0
 North Carolina,Camden,577.0,272.0,140.0,55.0,0.0,0.0
 North Carolina,Cameron,287.0,51.0,103.0,30.0,9.0,36.0
 North Carolina,Candor,759.0,232.0,241.0,66.0,34.0,34.0
 North Carolina,Casar,269.0,49.0,105.0,31.0,11.0,18.0
 North Carolina,China Grove,4164.0,842.0,1510.0,288.0,173.0,198.0
 North Carolina,Chocowinity,936.0,242.0,274.0,127.0,77.0,68.0
 North Carolina,Claremont,1394.0,257.0,622.0,97.0,32.0,56.0
 North Carolina,Crossnore,237.0,72.0,91.0,12.0,0.0,15.0
 North Carolina,Cricket,1712.0,269.0,687.0,211.0,30.0,224.0
 North Carolina,Creswell,294.0,75.0,97.0,34.0,7.0,8.0
 North Carolina,Creedmoor,4289.0,1119.0,1782.0,303.0,132.0,191.0
 North Carolina,Cramerton,4245.0,1024.0,1699.0,490.0,89.0,216.0
 North Carolina,Cove Creek,1072.0,190.0,461.0,146.0,11.0,62.0
 North Carolina,Cove City,457.0,126.0,182.0,22.0,23.0,35.0
 North Carolina,Cornelius,26866.0,5692.0,11297.0,3104.0,280.0,915.0
 North Carolina,Cordova,1875.0,420.0,819.0,244.0,37.0,89.0
 North Carolina,Cooleemee,839.0,197.0,363.0,69.0,27.0,37.0
 North Carolina,Conway,728.0,130.0,237.0,57.0,29.0,50.0
 North Carolina,Conover,8221.0,1630.0,3278.0,1020.0,121.0,515.0
 North Carolina,Connelly Springs,1854.0,402.0,690.0,199.0,58.0,70.0
 North Carolina,Conetoe,352.0,95.0,113.0,30.0,30.0,21.0
 North Carolina,Concord,83903.0,18691.0,33780.0,7445.0,1540.0,3163.0
 North Carolina,Como,82.0,26.0,31.0,13.0,0.0,2.0
 North Carolina,Columbus,1161.0,223.0,409.0,134.0,19.0,105.0
 North Carolina,Columbia,795.0,245.0,251.0,49.0,13.0,91.0
 North Carolina,Colerain,191.0,21.0,87.0,14.0,11.0,30.0
 North Carolina,Coinjock,235.0,81.0,56.0,31.0,0.0,30.0
 North Carolina,Cofield village,301.0,69.0,115.0,38.0,15.0,31.0
 North Carolina,Coats,2628.0,745.0,915.0,249.0,43.0,84.0
 North Carolina,Clyde,1311.0,221.0,555.0,122.0,74.0,70.0
 North Carolina,Clinton,8750.0,2272.0,2594.0,1021.0,335.0,728.0
 North Carolina,Cliffside,327.0,49.0,169.0,15.0,0.0,46.0
 North Carolina,Cleveland,930.0,216.0,349.0,125.0,34.0,48.0
 North Carolina,Clemmons village,19340.0,3557.0,8886.0,1685.0,255.0,968.0
 North Carolina,Clayton,17869.0,3667.0,6702.0,2040.0,494.0,632.0
 North Carolina,Clarkton,671.0,175.0,273.0,60.0,11.0,49.0
 North Carolina,Bennett,190.0,29.0,102.0,18.0,0.0,41.0
 North Carolina,Cape Carteret,2223.0,392.0,1115.0,155.0,22.0,136.0
 North Carolina,Belwood,994.0,165.0,385.0,100.0,31.0,44.0
 North Carolina,Belville,2437.0,511.0,922.0,180.0,57.0,117.0
 North Carolina,Bakersville,487.0,77.0,191.0,42.0,9.0,54.0
 North Carolina,Bald Head Island village,205.0,0.0,185.0,10.0,0.0,9.0
 North Carolina,Balfour,1556.0,474.0,697.0,95.0,11.0,70.0
 North Carolina,Banner Elk,1183.0,634.0,406.0,23.0,11.0,26.0
 North Carolina,Barker Heights,1530.0,487.0,447.0,187.0,14.0,55.0
 North Carolina,Barker Ten Mile,853.0,159.0,477.0,46.0,0.0,77.0
 North Carolina,Bath,270.0,51.0,147.0,19.0,1.0,39.0
 North Carolina,Bayboro,1389.0,589.0,224.0,254.0,44.0,99.0
 North Carolina,Bayshore,3283.0,723.0,1686.0,354.0,32.0,54.0
 North Carolina,Bayview,241.0,56.0,97.0,26.0,19.0,43.0
 North Carolina,Bear Grass,137.0,21.0,39.0,10.0,0.0,8.0
 North Carolina,Beaufort,4153.0,1634.0,1145.0,541.0,84.0,240.0
 North Carolina,Beech Mountain,571.0,32.0,408.0,33.0,2.0,55.0
 North Carolina,Bailey,530.0,82.0,233.0,45.0,11.0,32.0
 North Carolina,Belhaven,2000.0,540.0,614.0,212.0,64.0,237.0
 North Carolina,Belmont,10387.0,2748.0,4102.0,1111.0,234.0,555.0
 North Carolina,Kelford,215.0,65.0,35.0,33.0,7.0,26.0
 North Carolina,Kelly,496.0,96.0,224.0,19.0,31.0,18.0
 North Carolina,Kenansville,926.0,198.0,322.0,81.0,29.0,135.0
 North Carolina,Kenly,1674.0,454.0,393.0,206.0,85.0,159.0
 North Carolina,Kernersville,23617.0,5052.0,9668.0,2756.0,608.0,1304.0
 North Carolina,Kill Devil Hills,6881.0,1678.0,2408.0,973.0,233.0,380.0
 North Carolina,King,6697.0,1038.0,2825.0,1006.0,120.0,470.0
 North Carolina,Kings Grant,8913.0,2164.0,3517.0,971.0,350.0,336.0
 North Carolina,Kings Mountain,10792.0,2699.0,3709.0,1084.0,398.0,760.0
 North Carolina,Kingstown,742.0,263.0,201.0,72.0,39.0,64.0
 North Carolina,Kinston,21540.0,6816.0,6301.0,1750.0,961.0,1742.0
 North Carolina,Kittrell,284.0,45.0,78.0,31.0,3.0,34.0
 North Carolina,Bell Arthur,334.0,30.0,167.0,0.0,0.0,0.0
 North Carolina,Kitty Hawk,3362.0,559.0,1568.0,459.0,104.0,210.0
 North Carolina,McDonald,99.0,28.0,37.0,14.0,7.0,4.0
 North Carolina,McAdenville,660.0,110.0,302.0,74.0,31.0,41.0
 North Carolina,Lattimore,469.0,191.0,168.0,24.0,8.0,23.0
 North Carolina,Laurel Hill,931.0,262.0,300.0,125.0,28.0,104.0
 North Carolina,Laurel Park,2765.0,280.0,1574.0,225.0,49.0,176.0
 North Carolina,Laurinburg,15694.0,4555.0,4443.0,1615.0,545.0,1192.0
 North Carolina,Lawndale,709.0,146.0,294.0,86.0,42.0,42.0
 North Carolina,Leggett,38.0,9.0,12.0,0.0,10.0,1.0
 North Carolina,Leland,16122.0,2471.0,8074.0,1601.0,311.0,616.0
 North Carolina,Lenoir,17978.0,3569.0,6047.0,2631.0,681.0,1726.0
 North Carolina,Lewiston Woodville,846.0,223.0,256.0,71.0,14.0,19.0
 North Carolina,Lewisville,13212.0,2210.0,6922.0,1014.0,144.0,425.0
 North Carolina,Lexington,19129.0,5079.0,5864.0,2172.0,599.0,1147.0
 North Carolina,Liberty,2674.0,628.0,1033.0,289.0,74.0,166.0
 North Carolina,Light Oak,763.0,116.0,280.0,164.0,0.0,59.0
 North Carolina,Macclesfield,513.0,136.0,185.0,48.0,14.0,67.0
 North Carolina,Lilesville,464.0,130.0,193.0,38.0,11.0,30.0
 North Carolina,Lincolnton,10696.0,2376.0,3870.0,1129.0,350.0,809.0
 North Carolina,Linden,169.0,42.0,69.0,6.0,4.0,8.0
 North Carolina,Littleton,533.0,181.0,151.0,30.0,34.0,67.0
 North Carolina,Locust,2956.0,505.0,1315.0,224.0,105.0,191.0
 North Carolina,Long View,5050.0,1111.0,1649.0,598.0,338.0,232.0
 North Carolina,Louisburg,3499.0,1433.0,948.0,218.0,59.0,453.0
 North Carolina,Love Valley,112.0,19.0,31.0,23.0,6.0,11.0
 North Carolina,Lowell,3594.0,815.0,1282.0,504.0,89.0,354.0
 North Carolina,Lowesville,3266.0,597.0,1596.0,304.0,16.0,105.0
 North Carolina,Lowgap,350.0,85.0,199.0,25.0,0.0,21.0
 North Carolina,Lucama,930.0,270.0,260.0,105.0,42.0,47.0
 North Carolina,Lumber Bridge,82.0,9.0,43.0,9.0,1.0,13.0
 North Carolina,Lumberton,21721.0,6776.0,6079.0,1912.0,729.0,1486.0
 North Carolina,Lillington,3388.0,1321.0,639.0,552.0,118.0,332.0
 North Carolina,Harrellsville,177.0,30.0,70.0,17.0,1.0,5.0
 North Carolina,Harrells,153.0,27.0,82.0,14.0,7.0,9.0
 North Carolina,Harmony,602.0,164.0,186.0,60.0,25.0,61.0
 North Carolina,Gastonia,73211.0,19199.0,24275.0,7107.0,2309.0,4184.0
 North Carolina,Gaston,1038.0,330.0,281.0,129.0,33.0,124.0
 North Carolina,Garysburg,1033.0,346.0,198.0,120.0,49.0,133.0
 North Carolina,Garner,27160.0,6478.0,10769.0,2416.0,1090.0,1236.0
 North Carolina,Garland,674.0,199.0,193.0,81.0,34.0,58.0
 North Carolina,Gamewell,3986.0,695.0,1690.0,550.0,76.0,239.0
 North Carolina,Fuquay-Varina,21399.0,4039.0,9451.0,1297.0,452.0,758.0
 North Carolina,Fruitland,2637.0,490.0,1176.0,362.0,23.0,177.0
 North Carolina,Frisco,111.0,52.0,43.0,9.0,0.0,7.0
 North Carolina,Fremont,1147.0,347.0,307.0,108.0,42.0,139.0
 North Carolina,Franklinville,1064.0,278.0,331.0,139.0,16.0,66.0
 North Carolina,Franklinton,2319.0,612.0,791.0,189.0,41.0,204.0
 North Carolina,Franklin,3910.0,1055.0,1363.0,598.0,67.0,225.0
 North Carolina,Gatesville,403.0,54.0,180.0,21.0,12.0,38.0
 North Carolina,Foxfire village,1344.0,135.0,716.0,119.0,16.0,76.0
 North Carolina,Fountain,450.0,113.0,122.0,53.0,17.0,33.0
 North Carolina,Foscoe,1465.0,290.0,713.0,140.0,9.0,106.0
 North Carolina,Forest Oaks,3342.0,700.0,1951.0,143.0,32.0,128.0
 North Carolina,Forest Hills village,405.0,149.0,165.0,18.0,0.0,11.0
 North Carolina,Forest City,7359.0,1948.0,2128.0,725.0,316.0,509.0
 North Carolina,Fontana Dam,0.0,0.0,0.0,0.0,0.0,0.0
 North Carolina,Fletcher,7394.0,1230.0,3259.0,805.0,259.0,485.0
 North Carolina,Flat Rock,1466.0,432.0,648.0,142.0,49.0,116.0
 North Carolina,Flat Rock village,3211.0,331.0,2111.0,280.0,33.0,240.0
 North Carolina,Five Points,979.0,83.0,606.0,26.0,7.0,33.0
 North Carolina,Fearrington Village,2797.0,243.0,1734.0,219.0,0.0,501.0
 North Carolina,Fayetteville,202521.0,54136.0,71372.0,19370.0,6418.0,8637.0
 North Carolina,Farmville,4755.0,1305.0,1610.0,274.0,202.0,345.0
 North Carolina,Four Oaks,1900.0,419.0,620.0,255.0,89.0,112.0
 North Carolina,Germanton,838.0,200.0,290.0,222.0,0.0,38.0
 North Carolina,Gerton,255.0,84.0,129.0,0.0,10.0,0.0
 North Carolina,Gibson,516.0,169.0,97.0,58.0,21.0,58.0
 North Carolina,Harkers Island,1637.0,252.0,928.0,153.0,16.0,96.0
 North Carolina,Hampstead,4528.0,569.0,2036.0,437.0,126.0,255.0
 North Carolina,Hamlet,6525.0,1814.0,1929.0,578.0,226.0,358.0
 North Carolina,Hamilton,384.0,110.0,121.0,40.0,14.0,47.0
 North Carolina,Hallsboro,421.0,136.0,65.0,48.0,60.0,42.0
 North Carolina,Halifax,271.0,66.0,96.0,13.0,22.0,26.0
 North Carolina,Half Moon,7915.0,1789.0,3472.0,465.0,62.0,329.0
 North Carolina,Gulf,401.0,74.0,283.0,0.0,0.0,21.0
 North Carolina,Grover,1037.0,294.0,399.0,66.0,27.0,42.0
 North Carolina,Grimesland,421.0,81.0,158.0,33.0,36.0,28.0
 North Carolina,Grifton,2576.0,719.0,835.0,231.0,81.0,176.0
 North Carolina,Greenville,88598.0,41930.0,21323.0,6696.0,1685.0,3059.0
 North Carolina,Greensboro,279427.0,94616.0,89571.0,24671.0,6137.0,12766.0
 North Carolina,Green Level,1977.0,524.0,618.0,171.0,61.0,87.0
 North Carolina,Greenevers,847.0,241.0,227.0,59.0,34.0,52.0
 North Carolina,Grantsboro,822.0,153.0,361.0,79.0,22.0,58.0
 North Carolina,Granite Quarry,2963.0,425.0,1274.0,284.0,45.0,177.0
 North Carolina,Granite Falls,4683.0,1124.0,1610.0,646.0,117.0,299.0
 North Carolina,Grandfather village,61.0,5.0,50.0,2.0,0.0,2.0
 North Carolina,Graham,14468.0,3275.0,4720.0,1459.0,490.0,936.0
 North Carolina,Gorman,1310.0,453.0,386.0,112.0,0.0,94.0
 North Carolina,Goldston,285.0,52.0,123.0,27.0,2.0,39.0
 North Carolina,Goldsboro,35952.0,10646.0,10408.0,3519.0,1712.0,2061.0
 North Carolina,Godwin,140.0,23.0,59.0,20.0,0.0,9.0
 North Carolina,Gloucester,681.0,151.0,284.0,87.0,8.0,46.0
 North Carolina,Glenville,48.0,0.0,22.0,0.0,17.0,9.0
 North Carolina,Glen Raven,2607.0,463.0,1244.0,151.0,23.0,122.0
 North Carolina,Glen Alpine,1513.0,322.0,775.0,94.0,3.0,65.0
 North Carolina,Gibsonville,6634.0,1152.0,2948.0,790.0,131.0,283.0
 North Carolina,Belvoir,463.0,78.0,163.0,16.0,0.0,83.0
 North Carolina,Oakboro,1924.0,299.0,989.0,88.0,40.0,107.0
 North Carolina,Keener,836.0,138.0,287.0,64.0,88.0,17.0
 North Carolina,Oriental,926.0,173.0,510.0,78.0,6.0,85.0
 North Carolina,Ogden,6802.0,995.0,3518.0,467.0,189.0,273.0
 North Carolina,Ocracoke,486.0,115.0,218.0,59.0,23.0,0.0
 North Carolina,Ocean Isle Beach,678.0,42.0,500.0,39.0,16.0,35.0
 North Carolina,Oak Ridge,6513.0,908.0,3545.0,303.0,113.0,240.0
 North Carolina,Oak Island,7199.0,1085.0,3658.0,908.0,235.0,510.0
 North Carolina,Oak City,371.0,113.0,125.0,18.0,20.0,45.0
 North Carolina,Tobaccoville village,2537.0,439.0,1135.0,284.0,33.0,124.0
 North Carolina,Toast,1293.0,213.0,567.0,170.0,8.0,152.0
 North Carolina,Thomasville,27084.0,6284.0,8803.0,3477.0,777.0,1932.0
 North Carolina,Teachey,345.0,50.0,137.0,25.0,12.0,13.0
