State,City,Population,None,High School,Associates,Bachelors,Graduate
 Nebraska,Naponee,80.0,1.0,22.0,18.0,4.0,5.0
 Nebraska,Naper,72.0,10.0,25.0,14.0,7.0,1.0
 Nebraska,Nenzel,33.0,3.0,2.0,15.0,0.0,7.0
 Nebraska,Murray,417.0,24.0,107.0,119.0,28.0,17.0
 Nebraska,North Loup,331.0,30.0,101.0,91.0,13.0,4.0
 Nebraska,Oak,47.0,0.0,27.0,8.0,3.0,0.0
 Nebraska,Orleans,381.0,43.0,126.0,85.0,20.0,8.0
 Nebraska,Ord,2257.0,115.0,735.0,440.0,226.0,88.0
 Nebraska,Orchard,461.0,35.0,122.0,86.0,26.0,15.0
 Nebraska,Ong,75.0,6.0,23.0,18.0,9.0,0.0
 Nebraska,O'Neill,3673.0,275.0,884.0,998.0,407.0,178.0
 Nebraska,Omaha,440034.0,34160.0,65315.0,88149.0,63157.0,34082.0
 Nebraska,Ohiowa,176.0,21.0,40.0,41.0,2.0,0.0
 Nebraska,North Platte,24420.0,1589.0,5109.0,6507.0,2223.0,912.0
 Nebraska,Ogallala,4605.0,289.0,1202.0,1177.0,403.0,215.0
 Nebraska,Odessa,72.0,2.0,35.0,18.0,3.0,0.0
 Nebraska,Odell,313.0,3.0,86.0,79.0,18.0,10.0
 Nebraska,Octavia,128.0,20.0,36.0,32.0,5.0,0.0
 Nebraska,Oconto,129.0,10.0,30.0,38.0,17.0,0.0
 Nebraska,Obert,22.0,4.0,11.0,2.0,0.0,0.0
 Nebraska,Oakland,1325.0,77.0,302.0,344.0,156.0,38.0
 Nebraska,Oakdale,300.0,39.0,86.0,72.0,11.0,3.0
 Nebraska,Offutt AFB,4919.0,11.0,280.0,1264.0,426.0,187.0
 Nebraska,Osceola,824.0,38.0,182.0,265.0,73.0,38.0
 Nebraska,Murdock,254.0,10.0,71.0,79.0,32.0,14.0
 Nebraska,Morse Bluff,144.0,17.0,23.0,51.0,5.0,4.0
 Nebraska,Friend,1232.0,61.0,253.0,356.0,110.0,52.0
 Nebraska,Fremont,26483.0,2422.0,6112.0,5572.0,2477.0,897.0
 Nebraska,Franklin,1050.0,73.0,268.0,284.0,77.0,35.0
 Nebraska,Foster,56.0,10.0,8.0,14.0,3.0,4.0
 Nebraska,Fort Calhoun,691.0,31.0,167.0,155.0,95.0,66.0
 Nebraska,Fordyce,135.0,10.0,68.0,21.0,4.0,0.0
 Nebraska,Fontanelle,69.0,49.0,20.0,0.0,0.0,0.0
 Nebraska,Fullerton,1416.0,124.0,363.0,313.0,116.0,68.0
 Nebraska,Lyman,452.0,51.0,100.0,75.0,22.0,6.0
 Nebraska,Farwell,130.0,8.0,49.0,37.0,4.0,0.0
 Nebraska,Farnam,237.0,9.0,68.0,76.0,16.0,6.0
 Nebraska,Falls City,4246.0,216.0,1237.0,853.0,474.0,194.0
 Nebraska,Fairmont,583.0,64.0,242.0,111.0,44.0,8.0
 Nebraska,Fairfield,396.0,14.0,86.0,115.0,34.0,11.0
 Nebraska,Fairbury,3863.0,418.0,1231.0,914.0,132.0,115.0
 Nebraska,Exeter,624.0,25.0,111.0,192.0,75.0,12.0
 Nebraska,Filley,101.0,8.0,45.0,27.0,6.0,0.0
 Nebraska,Mullen,391.0,25.0,105.0,117.0,49.0,33.0
 Nebraska,Funk,209.0,6.0,58.0,55.0,19.0,2.0
 Nebraska,Garland,243.0,12.0,67.0,64.0,17.0,6.0
 Nebraska,Morrill,885.0,67.0,152.0,271.0,62.0,35.0
 Nebraska,Grant,1250.0,94.0,262.0,349.0,97.0,76.0
 Nebraska,Grand Island,50582.0,6107.0,10426.0,10096.0,3791.0,1804.0
 Nebraska,Grafton,127.0,12.0,37.0,40.0,6.0,0.0
 Nebraska,Gothenburg,3542.0,249.0,805.0,758.0,335.0,183.0
 Nebraska,Gordon,1665.0,149.0,288.0,423.0,148.0,87.0
 Nebraska,Goehner,89.0,6.0,32.0,23.0,6.0,4.0
 Nebraska,Gandy,26.0,0.0,4.0,7.0,0.0,0.0
 Nebraska,Glenwood,767.0,48.0,97.0,106.0,174.0,24.0
 Nebraska,Giltner,388.0,16.0,91.0,101.0,43.0,7.0
 Nebraska,Gilead,43.0,7.0,7.0,5.0,5.0,0.0
 Nebraska,Gibbon,1904.0,336.0,359.0,330.0,177.0,33.0
 Nebraska,Gering,8429.0,402.0,1895.0,2231.0,786.0,427.0
 Nebraska,Genoa,1006.0,89.0,284.0,226.0,72.0,68.0
 Nebraska,Geneva,2271.0,106.0,622.0,527.0,189.0,98.0
 Nebraska,Garrison,68.0,7.0,13.0,14.0,1.0,0.0
 Nebraska,Glenvil,281.0,13.0,72.0,83.0,15.0,6.0
 Nebraska,Ewing,410.0,14.0,100.0,112.0,12.0,15.0
 Nebraska,Oshkosh,792.0,43.0,204.0,246.0,87.0,43.0
 Nebraska,Otoe,150.0,1.0,63.0,29.0,5.0,0.0
 Nebraska,Ames,74.0,0.0,26.0,26.0,0.0,0.0
 Nebraska,Alvo,125.0,5.0,23.0,32.0,10.0,3.0
 Nebraska,Alma,1195.0,76.0,352.0,373.0,116.0,43.0
 Nebraska,Alliance,8500.0,556.0,1786.0,2299.0,560.0,281.0
 Nebraska,Allen,356.0,11.0,76.0,94.0,36.0,4.0
 Nebraska,Alexandria,151.0,6.0,53.0,35.0,12.0,2.0
 Nebraska,Alda,607.0,98.0,149.0,131.0,28.0,6.0
 Nebraska,Amherst,230.0,6.0,48.0,61.0,30.0,11.0
 Nebraska,Albion,1667.0,80.0,461.0,424.0,121.0,72.0
 Nebraska,Adams,596.0,37.0,143.0,112.0,62.0,21.0
 Nebraska,Abie,107.0,3.0,45.0,21.0,3.0,4.0
 Nebraska,Moorefield,28.0,0.0,18.0,7.0,3.0,0.0
 Nebraska,Monroe,353.0,19.0,79.0,106.0,9.0,9.0
 Nebraska,Monowi,0.0,0.0,0.0,0.0,0.0,0.0
 Nebraska,Mitchell,1821.0,248.0,352.0,391.0,114.0,82.0
 Nebraska,Minden,3112.0,210.0,674.0,715.0,364.0,133.0
 Nebraska,Ainsworth,1695.0,164.0,489.0,399.0,131.0,53.0
 Nebraska,Minatare,791.0,103.0,146.0,213.0,29.0,1.0
 Nebraska,Anoka,16.0,0.0,9.0,7.0,0.0,0.0
 Nebraska,Ansley,406.0,24.0,99.0,130.0,39.0,15.0
 Nebraska,Ithaca,133.0,15.0,19.0,43.0,3.0,9.0
 Nebraska,Jackson,194.0,10.0,56.0,47.0,22.0,5.0
 Nebraska,Jansen,142.0,10.0,52.0,28.0,6.0,1.0
 Nebraska,Johnson,318.0,14.0,68.0,82.0,51.0,16.0
 Nebraska,Johnstown,76.0,4.0,30.0,28.0,3.0,0.0
 Nebraska,Julian,73.0,10.0,13.0,11.0,17.0,7.0
 Nebraska,Juniata,878.0,28.0,218.0,250.0,65.0,41.0
 Nebraska,Anselmo,202.0,16.0,44.0,72.0,5.0,5.0
 Nebraska,Kearney,32217.0,942.0,4412.0,6568.0,4609.0,2050.0
 Nebraska,Kennard,342.0,15.0,75.0,67.0,21.0,13.0
 Nebraska,Keystone,123.0,0.0,32.0,0.0,47.0,0.0
 Nebraska,Kilgore,59.0,5.0,7.0,23.0,4.0,1.0
 Nebraska,Plattsmouth,6475.0,377.0,1646.0,1604.0,443.0,160.0
 Nebraska,Platte Center,338.0,14.0,92.0,98.0,13.0,5.0
 Nebraska,Arcadia,307.0,10.0,90.0,67.0,38.0,8.0
 Nebraska,Arapahoe,924.0,69.0,289.0,241.0,63.0,22.0
 Nebraska,Kenesaw,1014.0,55.0,206.0,299.0,90.0,29.0
 Nebraska,Osmond,759.0,55.0,180.0,167.0,66.0,33.0
 Nebraska,Milligan,343.0,15.0,98.0,100.0,39.0,4.0
 Nebraska,Milford,2373.0,136.0,351.0,493.0,208.0,96.0
 Nebraska,Phillips,301.0,9.0,86.0,93.0,7.0,0.0
 Nebraska,Petersburg,321.0,15.0,123.0,82.0,17.0,7.0
 Nebraska,Peru,850.0,12.0,109.0,103.0,55.0,35.0
 Nebraska,Pender,1117.0,66.0,317.0,232.0,98.0,66.0
 Nebraska,Paxton,551.0,27.0,92.0,154.0,63.0,33.0
 Nebraska,Pawnee City,893.0,45.0,273.0,207.0,50.0,46.0
 Nebraska,Parks,27.0,0.0,7.0,10.0,10.0,0.0
 Nebraska,Pickrell,186.0,7.0,59.0,59.0,14.0,4.0
 Nebraska,Papillion,19463.0,389.0,3018.0,4496.0,3218.0,1892.0
 Nebraska,Palmyra,664.0,30.0,168.0,190.0,24.0,18.0
 Nebraska,Palmer,584.0,42.0,167.0,156.0,47.0,0.0
 Nebraska,Palisade,407.0,38.0,95.0,118.0,23.0,10.0
 Nebraska,Page,212.0,17.0,55.0,54.0,10.0,4.0
 Nebraska,Oxford,780.0,90.0,184.0,175.0,86.0,35.0
 Nebraska,Overton,677.0,27.0,196.0,121.0,39.0,10.0
 Nebraska,Overland,199.0,16.0,50.0,33.0,34.0,17.0
 Nebraska,Panama,284.0,4.0,72.0,92.0,22.0,12.0
 Nebraska,Miller,168.0,15.0,24.0,48.0,8.0,0.0
 Nebraska,Pierce,1959.0,116.0,394.0,478.0,232.0,51.0
 Nebraska,Plainview,990.0,59.0,268.0,303.0,119.0,34.0
 Nebraska,Merriman,91.0,7.0,38.0,11.0,11.0,0.0
 Nebraska,Merna,388.0,20.0,116.0,93.0,20.0,18.0
 Nebraska,Memphis,93.0,6.0,23.0,33.0,4.0,0.0
 Nebraska,Melbeta,129.0,17.0,35.0,27.0,11.0,0.0
 Nebraska,Meadow Grove,329.0,27.0,85.0,87.0,32.0,6.0
 Nebraska,Mead,584.0,32.0,131.0,150.0,38.0,18.0
 Nebraska,Maywood,297.0,13.0,75.0,76.0,16.0,4.0
 Nebraska,Pilger,276.0,18.0,100.0,74.0,12.0,8.0
 Nebraska,Maxwell,283.0,23.0,58.0,108.0,11.0,7.0
 Nebraska,Mason City,176.0,13.0,42.0,35.0,40.0,7.0
 Nebraska,Maskell,76.0,9.0,17.0,21.0,2.0,0.0
 Nebraska,Martinsburg,67.0,6.0,23.0,10.0,5.0,4.0
 Nebraska,Martin,136.0,0.0,112.0,24.0,0.0,0.0
 Nebraska,Marquette,231.0,16.0,61.0,50.0,10.0,2.0
 Nebraska,Manley,146.0,5.0,55.0,34.0,8.0,8.0
 Nebraska,Malmo,226.0,3.0,51.0,43.0,10.0,6.0
 Nebraska,Max,44.0,0.0,9.0,13.0,0.0,0.0
 Nebraska,Eustis,394.0,33.0,116.0,104.0,40.0,10.0
 Nebraska,Firth,550.0,33.0,124.0,123.0,49.0,11.0
 Nebraska,Endicott,121.0,7.0,43.0,24.0,2.0,2.0
 Nebraska,Brady,343.0,14.0,97.0,70.0,38.0,14.0
 Nebraska,Brainard,291.0,10.0,98.0,86.0,15.0,11.0
 Nebraska,Brewster,5.0,0.0,4.0,1.0,0.0,0.0
 Nebraska,Bridgeport,1807.0,118.0,399.0,385.0,222.0,54.0
 Nebraska,Bristow,51.0,3.0,25.0,16.0,2.0,2.0
 Nebraska,Broadwater,154.0,21.0,44.0,40.0,5.0,5.0
 Nebraska,Brock,147.0,17.0,49.0,43.0,7.0,0.0
 Nebraska,Bradshaw,280.0,10.0,88.0,68.0,15.0,13.0
 Nebraska,Broken Bow,3518.0,260.0,639.0,914.0,287.0,141.0
 Nebraska,Brownville,117.0,8.0,46.0,28.0,12.0,8.0
 Nebraska,Brule,376.0,26.0,123.0,98.0,29.0,14.0
 Nebraska,Bruning,219.0,4.0,81.0,62.0,14.0,3.0
 Nebraska,Bruno,145.0,7.0,34.0,30.0,0.0,6.0
 Nebraska,Brunswick,169.0,19.0,43.0,44.0,14.0,6.0
 Nebraska,Burchard,53.0,2.0,22.0,13.0,6.0,1.0
 Nebraska,Burr,27.0,0.0,13.0,9.0,1.0,0.0
 Nebraska,Brownlee,8.0,1.0,4.0,3.0,0.0,0.0
 Nebraska,Malcolm,363.0,13.0,94.0,113.0,25.0,14.0
 Nebraska,Boys Town,913.0,0.0,14.0,110.0,15.0,4.0
 Nebraska,Blue Springs,331.0,38.0,129.0,77.0,8.0,0.0
 Nebraska,Shickley,340.0,8.0,49.0,103.0,48.0,22.0
 Nebraska,Sholes,16.0,2.0,9.0,1.0,0.0,0.0
 Nebraska,Shubert,154.0,22.0,56.0,35.0,9.0,4.0
 Nebraska,Sidney,6830.0,310.0,1358.0,1945.0,947.0,317.0
 Nebraska,Silver Creek,397.0,27.0,102.0,113.0,18.0,7.0
 Nebraska,Smithfield,30.0,5.0,12.0,6.0,0.0,0.0
 Nebraska,Snyder,348.0,22.0,81.0,111.0,7.0,3.0
 Nebraska,Bow Valley,102.0,25.0,28.0,25.0,0.0,0.0
 Nebraska,South Bend,94.0,7.0,39.0,19.0,15.0,1.0
 Nebraska,Spalding,546.0,33.0,152.0,130.0,43.0,18.0
 Nebraska,Spencer,482.0,13.0,146.0,72.0,74.0,28.0
 Nebraska,Sprague,142.0,4.0,60.0,27.0,10.0,3.0
 Nebraska,Springfield,1423.0,62.0,329.0,318.0,214.0,53.0
 Nebraska,Springview,210.0,5.0,47.0,60.0,27.0,8.0
 Nebraska,Bloomington,131.0,15.0,29.0,29.0,4.0,2.0
 Nebraska,Blue Hill,908.0,58.0,229.0,190.0,105.0,60.0
 Nebraska,Ericson,148.0,22.0,28.0,43.0,14.0,4.0
 Nebraska,Shelton,1154.0,118.0,263.0,253.0,111.0,19.0
 Nebraska,Magnet,46.0,6.0,26.0,3.0,0.0,0.0
 Nebraska,Madison,2545.0,572.0,460.0,486.0,125.0,24.0
 Nebraska,Verdel,25.0,9.0,5.0,8.0,0.0,1.0
 Nebraska,Venice,55.0,0.0,41.0,0.0,7.0,7.0
 Nebraska,Venango,141.0,9.0,38.0,50.0,14.0,4.0
 Nebraska,Valparaiso,708.0,39.0,155.0,165.0,69.0,33.0
 Nebraska,Valley,2018.0,137.0,463.0,514.0,207.0,111.0
 Nebraska,Valentine,2782.0,194.0,699.0,740.0,315.0,118.0
 Nebraska,Utica,779.0,63.0,188.0,185.0,90.0,48.0
 Nebraska,Verdigre,575.0,65.0,153.0,152.0,51.0,27.0
 Nebraska,Upland,158.0,11.0,43.0,22.0,24.0,0.0
 Nebraska,Unadilla,276.0,19.0,100.0,61.0,13.0,8.0
 Nebraska,Ulysses,249.0,23.0,75.0,56.0,22.0,6.0
 Nebraska,Uehling,258.0,18.0,79.0,48.0,26.0,7.0
 Nebraska,Tryon,81.0,0.0,29.0,40.0,6.0,0.0
 Nebraska,Trumbull,229.0,11.0,51.0,55.0,5.0,3.0
 Nebraska,McCook,7649.0,347.0,1805.0,2015.0,631.0,209.0
 Nebraska,Lyons,925.0,67.0,316.0,219.0,64.0,20.0
 Nebraska,Union,204.0,19.0,70.0,50.0,8.0,1.0
 Nebraska,Madrid,302.0,47.0,63.0,46.0,22.0,8.0
 Nebraska,Verdon,164.0,23.0,56.0,46.0,1.0,2.0
 Nebraska,Waco,294.0,22.0,68.0,76.0,42.0,13.0
 Nebraska,Macy,877.0,96.0,101.0,152.0,7.0,2.0
 Nebraska,McLean,28.0,5.0,11.0,9.0,1.0,2.0
 Nebraska,McGrew,74.0,9.0,16.0,9.0,8.0,3.0
 Nebraska,McCool Junction,473.0,11.0,85.0,104.0,62.0,29.0
 Nebraska,Wayne,5553.0,218.0,279.0,817.0,825.0,467.0
 Nebraska,Waverly,3614.0,52.0,485.0,819.0,517.0,257.0
 Nebraska,Wausa,718.0,45.0,157.0,197.0,83.0,45.0
 Nebraska,Virginia,44.0,3.0,12.0,16.0,0.0,0.0
 Nebraska,Wauneta,699.0,76.0,167.0,189.0,50.0,17.0
 Nebraska,Waterbury,59.0,10.0,19.0,7.0,6.0,0.0
 Nebraska,Washington,116.0,2.0,24.0,25.0,11.0,6.0
 Nebraska,Wann,164.0,0.0,9.0,17.0,8.0,36.0
 Nebraska,Walton,332.0,0.0,58.0,58.0,82.0,78.0
 Nebraska,Wallace,299.0,37.0,39.0,80.0,50.0,7.0
 Nebraska,Wakefield,1539.0,206.0,372.0,230.0,115.0,91.0
 Nebraska,Wahoo,4505.0,247.0,911.0,887.0,625.0,231.0
 Nebraska,Waterloo,1086.0,55.0,241.0,238.0,86.0,22.0
 Nebraska,Shelby,766.0,55.0,178.0,175.0,40.0,16.0
 Nebraska,South Sioux City,13315.0,2521.0,2461.0,1968.0,490.0,262.0
 Nebraska,Seneca,50.0,8.0,21.0,10.0,2.0,0.0
 Nebraska,Dix,283.0,30.0,73.0,69.0,6.0,5.0
 Nebraska,Diller,186.0,5.0,64.0,61.0,19.0,0.0
 Nebraska,De Witt,487.0,23.0,139.0,134.0,35.0,16.0
 Nebraska,Pleasant Dale,237.0,9.0,63.0,77.0,23.0,6.0
 Nebraska,Pleasanton,304.0,21.0,60.0,67.0,43.0,13.0
 Nebraska,Plymouth,423.0,32.0,103.0,118.0,25.0,4.0
 Nebraska,Polk,332.0,10.0,114.0,80.0,24.0,11.0
 Nebraska,Ponca,1037.0,75.0,247.0,251.0,83.0,49.0
 Nebraska,Poole,53.0,0.0,15.0,10.0,10.0,5.0
 Nebraska,Potter,315.0,18.0,53.0,79.0,24.0,15.0
 Nebraska,Prague,356.0,25.0,105.0,95.0,15.0,3.0
 Nebraska,Preston,26.0,6.0,8.0,5.0,0.0,2.0
 Nebraska,Primrose,78.0,2.0,27.0,26.0,0.0,0.0
 Nebraska,Prosser,109.0,1.0,35.0,24.0,12.0,8.0
 Nebraska,Raeville,0.0,0.0,0.0,0.0,0.0,0.0
 Nebraska,Ragan,60.0,11.0,24.0,4.0,9.0,0.0
 Nebraska,Ralston,5997.0,552.0,1273.0,1355.0,979.0,310.0
 Nebraska,Randolph,786.0,61.0,238.0,183.0,68.0,21.0
 Nebraska,Ravenna,1466.0,95.0,369.0,292.0,148.0,36.0
 Nebraska,Raymond,139.0,10.0,37.0,31.0,14.0,9.0
 Nebraska,Red Cloud,1075.0,100.0,272.0,263.0,65.0,47.0
 Nebraska,Dixon,84.0,6.0,24.0,21.0,5.0,3.0
 Nebraska,Republican City,147.0,11.0,62.0,36.0,9.0,1.0
 Nebraska,Dodge,651.0,58.0,211.0,150.0,26.0,13.0
 Nebraska,Dorchester,525.0,29.0,132.0,154.0,35.0,14.0
 Nebraska,Enders,36.0,0.0,8.0,9.0,6.0,7.0
 Nebraska,Emmet,38.0,4.0,10.0,10.0,3.0,3.0
 Nebraska,Emerson,842.0,81.0,239.0,172.0,55.0,15.0
 Nebraska,Elyria,43.0,1.0,18.0,7.0,4.0,0.0
 Nebraska,Elwood,756.0,31.0,207.0,185.0,68.0,23.0
 Nebraska,Elsie,115.0,7.0,17.0,21.0,8.0,20.0
 Nebraska,Elmwood,607.0,14.0,138.0,151.0,75.0,29.0
 Nebraska,Elm Creek,909.0,25.0,245.0,216.0,91.0,14.0
 Nebraska,Elk Creek,102.0,15.0,32.0,18.0,15.0,0.0
 Nebraska,Elgin,609.0,59.0,172.0,155.0,65.0,27.0
 Nebraska,Elba,271.0,36.0,62.0,63.0,25.0,3.0
 Nebraska,Edison,164.0,20.0,38.0,36.0,5.0,2.0
 Nebraska,Edgar,472.0,36.0,121.0,148.0,33.0,22.0
 Nebraska,Eddyville,127.0,22.0,48.0,15.0,0.0,2.0
 Nebraska,Eagle,1043.0,68.0,220.0,242.0,89.0,23.0
 Nebraska,Dwight,169.0,11.0,58.0,53.0,7.0,5.0
 Nebraska,Dunning,103.0,0.0,27.0,28.0,11.0,0.0
 Nebraska,Duncan,451.0,30.0,167.0,94.0,9.0,8.0
 Nebraska,Dunbar,188.0,30.0,66.0,35.0,16.0,1.0
 Nebraska,Du Bois,172.0,17.0,70.0,33.0,6.0,3.0
 Nebraska,Douglas,199.0,12.0,55.0,63.0,10.0,8.0
 Nebraska,Doniphan,1020.0,42.0,197.0,279.0,72.0,26.0
 Nebraska,Reynolds,70.0,2.0,24.0,17.0,0.0,0.0
 Nebraska,Richfield,175.0,0.0,0.0,62.0,0.0,20.0
 Nebraska,Richland,70.0,7.0,19.0,16.0,0.0,6.0
 Nebraska,Rushville,852.0,76.0,200.0,170.0,78.0,52.0
 Nebraska,Ruskin,116.0,6.0,40.0,31.0,5.0,2.0
 Nebraska,St. Edward,778.0,48.0,254.0,168.0,35.0,25.0
 Nebraska,Seward,7109.0,278.0,1095.0,1517.0,795.0,468.0
 Nebraska,St. Helena,85.0,7.0,38.0,4.0,4.0,3.0
 Nebraska,St. Libory,341.0,27.0,93.0,92.0,11.0,6.0
 Nebraska,St. Paul,2313.0,126.0,663.0,429.0,247.0,123.0
 Nebraska,Salem,90.0,15.0,19.0,24.0,0.0,2.0
 Nebraska,Santee,381.0,36.0,50.0,62.0,0.0,4.0
 Nebraska,Sarben,16.0,0.0,15.0,0.0,0.0,0.0
 Nebraska,Sargent,598.0,63.0,185.0,150.0,58.0,15.0
 Nebraska,Saronville,83.0,2.0,16.0,5.0,16.0,2.0
 Nebraska,Schuyler,6196.0,1580.0,1032.0,592.0,188.0,79.0
 Nebraska,Scotia,365.0,28.0,99.0,90.0,18.0,12.0
 Nebraska,Scottsbluff,14955.0,1757.0,2768.0,2959.0,1323.0,714.0
 Nebraska,Scribner,942.0,55.0,264.0,214.0,97.0,30.0
 Nebraska,Rulo,189.0,28.0,55.0,54.0,4.0,2.0
 Nebraska,Royal,84.0,16.0,31.0,17.0,3.0,2.0
 Nebraska,Roseland,254.0,19.0,59.0,60.0,13.0,11.0
 Nebraska,Roscoe,14.0,0.0,0.0,14.0,0.0,0.0
 Nebraska,Rosalie,221.0,11.0,48.0,39.0,10.0,4.0
 Nebraska,Rogers,56.0,6.0,20.0,10.0,3.0,2.0
 Nebraska,Rockville,86.0,4.0,28.0,25.0,11.0,0.0
 Nebraska,Roca,220.0,7.0,32.0,74.0,22.0,7.0
 Nebraska,Riverton,109.0,19.0,42.0,16.0,7.0,1.0
 Nebraska,Riverdale,166.0,8.0,25.0,53.0,27.0,14.0
 Nebraska,Rising City,292.0,20.0,93.0,69.0,21.0,11.0
 Nevada,Zephyr Cove,463.0,29.0,37.0,138.0,98.0,107.0
 Nevada,Yerington,3021.0,585.0,690.0,700.0,120.0,66.0
 Nevada,Walker Lake,355.0,14.0,56.0,188.0,46.0,13.0
 Nevada,Winchester,28365.0,4671.0,6772.0,4836.0,2390.0,1225.0
 Nevada,Sunrise Manor,191464.0,32411.0,38234.0,32796.0,8897.0,3532.0
 Nevada,Sun Valley,19663.0,3422.0,4528.0,3680.0,767.0,222.0
 Nevada,Sutcliffe,194.0,13.0,74.0,47.0,11.0,0.0
 Nevada,Tonopah,2360.0,212.0,664.0,643.0,161.0,109.0
 Nevada,Topaz Lake,264.0,9.0,25.0,124.0,9.0,7.0
 Nevada,Topaz Ranch Estates,1704.0,147.0,481.0,599.0,103.0,38.0
 Nevada,Unionville,13.0,0.0,0.0,0.0,0.0,13.0
 Nevada,Winnemucca,7810.0,715.0,1814.0,1388.0,553.0,330.0
 Nevada,Ursine,94.0,13.0,54.0,16.0,0.0,0.0
 Nevada,Verdi,1525.0,102.0,191.0,445.0,192.0,267.0
 Nevada,Virginia City,717.0,4.0,219.0,285.0,120.0,72.0
 Nevada,Wadsworth,900.0,65.0,233.0,186.0,22.0,12.0
 Nevada,Washoe Valley,3348.0,66.0,526.0,1229.0,576.0,162.0
 Nevada,Wells,1288.0,153.0,183.0,416.0,65.0,11.0
 Nevada,West Wendover,4422.0,988.0,740.0,454.0,96.0,125.0
 Nevada,Whitney,40165.0,5144.0,8322.0,8897.0,3363.0,1334.0
 Nevada,Valmy,8.0,0.0,8.0,0.0,0.0,0.0
 Nevada,Panaca,1257.0,35.0,222.0,286.0,234.0,33.0
 Nevada,Fish Springs,909.0,18.0,127.0,282.0,136.0,47.0
 Nevada,Oasis,0.0,0.0,0.0,0.0,0.0,0.0
 Nevada,McGill,1321.0,153.0,257.0,315.0,84.0,141.0
 Nevada,Mesquite,16533.0,1647.0,3801.0,4719.0,1452.0,765.0
 Nevada,Mina,24.0,4.0,11.0,9.0,0.0,0.0
 Nevada,Minden,3180.0,180.0,508.0,1100.0,598.0,170.0
 Nevada,Moapa Town,1149.0,124.0,226.0,228.0,83.0,0.0
 Nevada,Moapa Valley,7099.0,319.0,1175.0,2154.0,337.0,402.0
 Nevada,Mogul,1353.0,28.0,135.0,404.0,257.0,87.0
 Nevada,Montello,89.0,19.0,8.0,54.0,8.0,0.0
 Nevada,Mount Charleston,373.0,0.0,46.0,119.0,102.0,30.0
 Nevada,Mount Wilson,27.0,0.0,27.0,0.0,0.0,0.0
 Nevada,Nellis AFB,3554.0,16.0,129.0,800.0,216.0,159.0
 Nevada,Nelson,36.0,0.0,27.0,9.0,0.0,0.0
 Nevada,Nixon,308.0,41.0,94.0,58.0,17.0,0.0
 Nevada,North Las Vegas,226860.0,29573.0,41612.0,43791.0,13835.0,6863.0
 Nevada,Orovada,144.0,70.0,66.0,8.0,0.0,0.0
 Nevada,Osino,983.0,50.0,249.0,264.0,0.0,0.0
 Nevada,Owyhee,1367.0,150.0,237.0,348.0,91.0,30.0
 Nevada,Summerlin South,25338.0,917.0,2925.0,5724.0,5077.0,4283.0
 Nevada,Stateline,1160.0,186.0,150.0,308.0,127.0,22.0
 Nevada,Stagecoach,1668.0,271.0,410.0,426.0,88.0,34.0
 Nevada,Spring Creek,13564.0,622.0,2374.0,3692.0,1373.0,677.0
 Nevada,Sparks,93437.0,9091.0,17176.0,22183.0,9722.0,4631.0
 Nevada,Spanish Springs,15789.0,804.0,3170.0,4298.0,1465.0,857.0
 Nevada,McDermitt,155.0,21.0,21.0,44.0,0.0,0.0
 Nevada,Lund,217.0,0.0,70.0,22.0,0.0,0.0
 Nevada,Lovelock,2306.0,237.0,635.0,464.0,83.0,39.0
 Nevada,Logan Creek,39.0,0.0,0.0,14.0,12.0,13.0
 Nevada,Golden Valley,2127.0,177.0,332.0,536.0,339.0,68.0
 Nevada,Goldfield,443.0,25.0,136.0,89.0,31.0,4.0
 Nevada,Goodsprings,101.0,101.0,0.0,0.0,0.0,0.0
 Nevada,Grass Valley,834.0,108.0,185.0,252.0,20.0,60.0
 Nevada,Hawthorne,3095.0,300.0,773.0,1017.0,152.0,138.0
 Nevada,Henderson,271725.0,14024.0,50259.0,68190.0,36906.0,22462.0
 Nevada,Hiko,131.0,0.0,13.0,57.0,24.0,0.0
 Nevada,Humboldt River Ranch,31.0,0.0,0.0,0.0,0.0,31.0
 Nevada,Imlay,65.0,0.0,36.0,29.0,0.0,0.0
 Nevada,Golconda,211.0,48.0,68.0,43.0,12.0,0.0
 Nevada,Glenbrook,123.0,0.0,11.0,38.0,34.0,40.0
 Nevada,Smith Valley,1182.0,58.0,160.0,399.0,140.0,130.0
 Nevada,Gerlach,194.0,23.0,49.0,50.0,11.0,50.0
 Nevada,Indian Hills,6193.0,489.0,1008.0,1908.0,686.0,462.0
 Nevada,Indian Springs,1050.0,71.0,289.0,316.0,45.0,6.0
 Nevada,Jackpot,1579.0,471.0,208.0,241.0,0.0,23.0
 Nevada,Johnson Lane,6441.0,241.0,1160.0,2079.0,831.0,556.0
 Nevada,Kingsbury,1970.0,41.0,234.0,815.0,485.0,164.0
 Nevada,Kingston,172.0,0.0,97.0,75.0,0.0,0.0
 Nevada,Lakeridge,318.0,0.0,90.0,81.0,73.0,45.0
 Nevada,Lamoille,340.0,0.0,43.0,143.0,0.0,93.0
 Nevada,Las Vegas,605097.0,67471.0,114640.0,131909.0,58686.0,31266.0
 Nevada,Laughlin,7622.0,756.0,2213.0,2114.0,660.0,381.0
 Nevada,Lemmon Valley,5073.0,425.0,1275.0,1336.0,288.0,180.0
 Nevada,Incline Village,8734.0,373.0,736.0,1858.0,2322.0,1431.0
