State,City,Population,None,High School,Associates,Bachelors,Graduate
 Florida,Mulat,466.0,0.0,96.0,41.0,72.0,43.0
 Florida,Mount Plymouth,5305.0,418.0,1441.0,998.0,326.0,287.0
 Florida,Mount Dora,12929.0,1252.0,2409.0,3262.0,1944.0,1171.0
 Florida,Mount Carmel,219.0,0.0,52.0,65.0,19.0,12.0
 Florida,Morriston,70.0,0.0,55.0,15.0,0.0,0.0
 Florida,Moore Haven,2818.0,576.0,877.0,339.0,53.0,43.0
 Florida,Moon Lake,4774.0,751.0,1083.0,996.0,299.0,68.0
 Florida,Montverde,1594.0,61.0,294.0,316.0,248.0,105.0
 Florida,Montura,3087.0,901.0,660.0,390.0,40.0,10.0
 Florida,Monticello,2006.0,283.0,415.0,410.0,196.0,179.0
 Florida,Molino,1256.0,164.0,154.0,284.0,185.0,35.0
 Florida,Marineland,13.0,0.0,0.0,0.0,0.0,0.0
 Florida,Miramar Beach,7120.0,265.0,694.0,1980.0,2011.0,948.0
 Florida,Minneola,10086.0,597.0,1725.0,2548.0,1060.0,353.0
 Florida,Mims,6334.0,600.0,1782.0,1495.0,574.0,238.0
 Florida,Milton,9276.0,586.0,1785.0,2436.0,1255.0,292.0
 Florida,Midway CDP (Seminole County),1485.0,209.0,344.0,302.0,92.0,30.0
 Florida,Midway CDP (Santa Rosa County),17434.0,520.0,2992.0,4600.0,2786.0,1261.0
 Florida,Midway,3234.0,187.0,614.0,668.0,315.0,178.0
 Florida,Meadow Woods,28943.0,2910.0,5322.0,6827.0,3199.0,947.0
 Florida,Meadow Oaks,2343.0,135.0,801.0,577.0,176.0,115.0
 Florida,Mayo,1145.0,243.0,283.0,209.0,37.0,0.0
 Florida,Matlacha Isles-Matlacha Shores,354.0,18.0,178.0,18.0,61.0,32.0
 Florida,Matlacha,851.0,9.0,345.0,273.0,133.0,91.0
 Florida,Mascotte,5267.0,1007.0,1162.0,991.0,112.0,56.0
 Florida,Masaryktown,888.0,242.0,225.0,201.0,8.0,10.0
 Florida,Miramar,131384.0,8178.0,19656.0,29829.0,16694.0,10245.0
 Florida,Myrtle Grove,16134.0,1052.0,3250.0,4245.0,1319.0,398.0
 Florida,Christmas,2211.0,317.0,609.0,577.0,183.0,95.0
 Florida,Chumuckla,767.0,121.0,234.0,123.0,78.0,6.0
 Florida,Cross City,2198.0,356.0,598.0,337.0,72.0,36.0
 Florida,Crystal Lake,6452.0,802.0,1540.0,1120.0,241.0,130.0
 Florida,Crystal River,3060.0,348.0,807.0,603.0,455.0,107.0
 Florida,Crystal Springs,968.0,238.0,246.0,164.0,29.0,24.0
 Florida,Cudjoe Key,1833.0,111.0,393.0,432.0,334.0,365.0
 Florida,Cutler Bay,43474.0,3410.0,7140.0,8962.0,5463.0,3415.0
 Florida,Cypress Gardens,8955.0,527.0,1926.0,2255.0,1268.0,719.0
 Florida,Cypress Lake,11964.0,872.0,3369.0,3404.0,1699.0,1077.0
 Florida,Cypress Quarters,1281.0,151.0,318.0,176.0,98.0,80.0
 Florida,Dade City,6655.0,1008.0,1761.0,1270.0,510.0,209.0
 Florida,Malone,1926.0,592.0,483.0,343.0,84.0,26.0
 Florida,Malabar,2822.0,129.0,672.0,750.0,353.0,237.0
 Florida,Maitland,16630.0,302.0,1650.0,3216.0,4321.0,2574.0
 Florida,Crooked Lake Park,1564.0,120.0,331.0,299.0,94.0,150.0
 Florida,Madison,2940.0,362.0,723.0,454.0,164.0,167.0
 Florida,Deltona,86418.0,6844.0,22313.0,19849.0,6393.0,2516.0
 Florida,Delray Beach,63939.0,7153.0,11438.0,13652.0,10460.0,6607.0
 Florida,De Leon Springs,2418.0,628.0,414.0,301.0,237.0,147.0
 Florida,DeLand Southwest,826.0,142.0,214.0,139.0,34.0,0.0
 Florida,DeLand,28524.0,2308.0,5725.0,6042.0,2570.0,1743.0
 Florida,DeFuniak Springs,5543.0,649.0,1214.0,1071.0,508.0,226.0
 Florida,Deerfield Beach,78227.0,8290.0,19890.0,15778.0,9594.0,4096.0
 Florida,DeBary,19547.0,1392.0,4980.0,4697.0,2607.0,1129.0
 Florida,Daytona Beach Shores,4294.0,186.0,922.0,1285.0,1061.0,468.0
 Florida,Daytona Beach,62726.0,5962.0,14434.0,14672.0,5793.0,2777.0
 Florida,Day,168.0,35.0,33.0,38.0,0.0,6.0
 Florida,Davie,97372.0,6162.0,17294.0,19047.0,15038.0,7900.0
 Florida,Davenport,3137.0,235.0,897.0,654.0,213.0,74.0
 Florida,Desoto Lakes,3692.0,108.0,746.0,913.0,374.0,395.0
 Florida,Chuluota,2481.0,74.0,561.0,541.0,282.0,76.0
 Florida,Crestview,22524.0,1012.0,3863.0,5748.0,2297.0,808.0
 Florida,Crescent Beach,859.0,5.0,221.0,240.0,154.0,142.0
 Florida,Cinco Bayou,348.0,24.0,24.0,73.0,84.0,52.0
 Florida,Citrus Hills,8039.0,701.0,2184.0,2042.0,1312.0,1125.0
 Florida,Citrus Park,25570.0,1386.0,4521.0,5667.0,3860.0,2062.0
 Florida,Citrus Springs,8695.0,735.0,2114.0,2563.0,690.0,282.0
 Florida,Clarcona,2785.0,237.0,973.0,498.0,133.0,247.0
 Florida,Clearwater,110381.0,8587.0,22610.0,26937.0,14718.0,7462.0
 Florida,Clermont,30319.0,1545.0,4846.0,7609.0,4147.0,1980.0
 Florida,Cleveland,2881.0,324.0,928.0,812.0,131.0,31.0
 Florida,Clewiston,7240.0,1480.0,878.0,970.0,621.0,198.0
 Florida,Cloud Lake,114.0,17.0,17.0,24.0,18.0,2.0
 Florida,Cobbtown,53.0,0.0,15.0,11.0,16.0,0.0
 Florida,Cocoa,17339.0,1931.0,3498.0,3971.0,1193.0,823.0
 Florida,Cocoa Beach,11355.0,360.0,2134.0,3150.0,2455.0,1680.0
 Florida,Crescent City,1814.0,362.0,315.0,394.0,109.0,69.0
 Florida,Cocoa West,4910.0,927.0,1149.0,1003.0,223.0,29.0
 Florida,Coleman,575.0,114.0,281.0,74.0,5.0,0.0
 Florida,Combee Settlement,5921.0,1151.0,1583.0,785.0,172.0,38.0
 Florida,Connerton,3573.0,697.0,929.0,659.0,242.0,82.0
 Florida,Conway,15187.0,674.0,2591.0,3931.0,2348.0,1089.0
 Florida,Cooper City,33382.0,1126.0,4415.0,6933.0,5190.0,4227.0
 Florida,Coral Gables,50059.0,1556.0,4243.0,7762.0,10019.0,10638.0
 Florida,Coral Springs,126673.0,6300.0,18398.0,27726.0,19953.0,8949.0
 Florida,Coral Terrace,23994.0,3955.0,5370.0,4379.0,2864.0,1513.0
 Florida,Cortez,4043.0,216.0,872.0,1069.0,603.0,660.0
 Florida,Cottondale,947.0,141.0,147.0,169.0,25.0,23.0
 Florida,Country Club,48622.0,4716.0,9681.0,9679.0,5281.0,2562.0
 Florida,Country Walk,16485.0,677.0,2628.0,3952.0,2422.0,991.0
 Florida,Crawfordville,3998.0,197.0,1017.0,1114.0,352.0,89.0
 Florida,Coconut Creek,56816.0,2658.0,12306.0,11756.0,8853.0,4242.0
 Florida,Valparaiso,5069.0,170.0,627.0,1177.0,514.0,461.0
 Florida,Naples,20603.0,1080.0,2728.0,4769.0,5259.0,4399.0
 Florida,Naples Park,6691.0,580.0,1864.0,1199.0,963.0,416.0
 Florida,The Crossings,23938.0,1113.0,3512.0,5733.0,4008.0,2037.0
 Florida,The Acreage,37853.0,3507.0,8856.0,8570.0,3042.0,1549.0
 Florida,Tequesta,5819.0,140.0,1070.0,1137.0,1271.0,725.0
 Florida,Temple Terrace,25354.0,1090.0,3204.0,5162.0,4427.0,2707.0
 Florida,Taylor Creek,3600.0,772.0,1086.0,713.0,158.0,104.0
 Florida,Tavernier,2435.0,183.0,650.0,590.0,240.0,160.0
 Florida,Tavares,14608.0,1319.0,4421.0,3410.0,1536.0,647.0
 Florida,Tarpon Springs,24003.0,2126.0,6045.0,5835.0,3262.0,1748.0
 Florida,Middleburg,13062.0,1526.0,3804.0,2955.0,559.0,385.0
 Florida,Micco,8293.0,1251.0,2919.0,2393.0,618.0,250.0
 Florida,Micanopy,668.0,62.0,142.0,169.0,75.0,51.0
 Florida,Miami Springs,14397.0,1596.0,3042.0,2979.0,2008.0,925.0
 Florida,Miami Shores,10784.0,410.0,1144.0,1882.0,1854.0,1487.0
 Florida,The Hammocks,55713.0,3938.0,9176.0,12897.0,8194.0,3516.0
 Florida,Miami Lakes,30728.0,1987.0,4715.0,6993.0,4737.0,2756.0
 Florida,Miami Beach,91564.0,9104.0,14243.0,16078.0,17163.0,14280.0
 Florida,Miami,424632.0,83429.0,92924.0,59374.0,46891.0,29040.0
 Florida,Mexico Beach,1355.0,89.0,260.0,386.0,217.0,220.0
 Florida,Merritt Island,35900.0,1935.0,7036.0,9366.0,5440.0,2932.0
 Florida,Memphis,8152.0,1053.0,1928.0,1757.0,517.0,232.0
 Florida,Melbourne Village,769.0,43.0,95.0,198.0,149.0,135.0
 Florida,Melbourne Beach,3146.0,73.0,487.0,734.0,756.0,468.0
 Florida,Melbourne,78012.0,6148.0,17668.0,19184.0,8347.0,5724.0
 Florida,Medulla,8334.0,366.0,2135.0,1671.0,963.0,355.0
 Florida,Lealman,20783.0,3409.0,5958.0,3880.0,1443.0,482.0
 Florida,Lecanto,5415.0,792.0,1527.0,1113.0,309.0,278.0
 Florida,Lee,561.0,33.0,165.0,86.0,39.0,7.0
 Florida,Leesburg,21209.0,2268.0,4994.0,4486.0,1329.0,865.0
 Florida,Miami Gardens,112021.0,14358.0,27193.0,21124.0,6526.0,3667.0
 Florida,Lehigh Acres,110244.0,15167.0,24389.0,19322.0,6246.0,2644.0
 Florida,The Meadows,4022.0,89.0,723.0,985.0,968.0,769.0
 Florida,Thonotosassa,13292.0,1480.0,3479.0,2491.0,1050.0,542.0
 Florida,University Park,25870.0,3191.0,6109.0,3519.0,3408.0,1633.0
 Florida,Hernando Beach,2376.0,166.0,563.0,695.0,307.0,155.0
 Florida,Dade City North,2467.0,439.0,462.0,438.0,111.0,32.0
 Florida,Heritage Pines,1987.0,94.0,641.0,560.0,415.0,267.0
 Florida,Heathrow,5962.0,224.0,486.0,1566.0,1094.0,1215.0
 Florida,Hawthorne,1670.0,158.0,438.0,270.0,103.0,58.0
 Florida,Haverhill,1979.0,183.0,374.0,446.0,194.0,83.0
 Florida,Havana,1895.0,250.0,453.0,441.0,209.0,95.0
 Florida,Hastings,682.0,105.0,209.0,144.0,74.0,45.0
 Florida,Harold,908.0,33.0,215.0,344.0,46.0,8.0
 Florida,University CDP (Orange County),32937.0,1005.0,2580.0,2726.0,2559.0,1297.0
 Florida,University CDP (Hillsborough County),41858.0,5469.0,6449.0,6282.0,3062.0,2067.0
 Florida,Union Park,10498.0,1002.0,1676.0,2358.0,1052.0,410.0
 Florida,The Villages,66083.0,3001.0,17298.0,20686.0,14190.0,10700.0
 Florida,Umatilla,3586.0,398.0,893.0,745.0,197.0,231.0
 Florida,Trinity,10459.0,237.0,1790.0,2805.0,1714.0,927.0
 Florida,Trilby,333.0,56.0,86.0,34.0,26.0,8.0
 Florida,Trenton,2199.0,292.0,476.0,439.0,117.0,47.0
 Florida,Treasure Island,6783.0,252.0,1387.0,1670.0,1297.0,1155.0
 Florida,Town 'n' Country,82219.0,7690.0,18733.0,16868.0,10075.0,4498.0
 Florida,Titusville,44363.0,3158.0,10139.0,11765.0,4981.0,2265.0
 Florida,Timber Pines,5305.0,227.0,1798.0,1678.0,923.0,584.0
 Florida,Tildenville,1921.0,0.0,716.0,53.0,177.0,0.0
 Florida,Tiger Point,2978.0,50.0,428.0,872.0,626.0,265.0
 Florida,Tierra Verde,3359.0,78.0,456.0,727.0,834.0,740.0
 Florida,Tice,4293.0,1414.0,782.0,545.0,56.0,79.0
 Florida,Three Oaks,3188.0,89.0,515.0,746.0,514.0,271.0
 Florida,Three Lakes,16749.0,875.0,2387.0,3320.0,2695.0,1499.0
 Florida,Tyndall AFB,3128.0,16.0,172.0,510.0,368.0,159.0
 Florida,Naples Manor,5566.0,1682.0,936.0,292.0,45.0,81.0
 Florida,Leisure City,25952.0,6017.0,4936.0,3484.0,1178.0,279.0
 Florida,Lely Resort,5088.0,543.0,981.0,1212.0,803.0,624.0
 Florida,North Sarasota,7587.0,1019.0,1760.0,1525.0,628.0,254.0
 Florida,North River Shores,4068.0,123.0,606.0,939.0,529.0,481.0
 Florida,North Redington Beach,1484.0,70.0,302.0,333.0,405.0,211.0
 Florida,North Port,59555.0,3963.0,15382.0,14833.0,5322.0,2223.0
 Florida,North Palm Beach,12425.0,545.0,2101.0,2877.0,2752.0,1625.0
 Florida,North Miami Beach,43489.0,5915.0,8521.0,9503.0,3671.0,2170.0
 Florida,North Miami,62042.0,10338.0,10998.0,10964.0,5518.0,2603.0
 Florida,North Lauderdale,42853.0,5376.0,10442.0,6745.0,2376.0,1329.0
 Florida,North Key Largo,1024.0,23.0,220.0,241.0,235.0,170.0
 Florida,North Fort Myers,40560.0,4310.0,13929.0,10194.0,3895.0,2688.0
 Florida,North DeLand,1511.0,91.0,456.0,286.0,170.0,41.0
 Florida,Northdale,22725.0,801.0,3948.0,5227.0,3978.0,1689.0
 Florida,North Brooksville,3695.0,374.0,1020.0,861.0,252.0,182.0
 Florida,North Weeki Wachee,8436.0,712.0,2209.0,1854.0,925.0,802.0
 Florida,North Bay Village,7689.0,488.0,1290.0,1632.0,1478.0,895.0
 Florida,Nokomis,3152.0,276.0,1159.0,721.0,278.0,149.0
 Florida,Nocatee,7306.0,63.0,582.0,1074.0,1680.0,1099.0
 Florida,Nobleton,335.0,90.0,24.0,39.0,0.0,24.0
 Florida,Niceville,13929.0,520.0,2415.0,3417.0,1704.0,1287.0
 Florida,New Smyrna Beach,23356.0,1735.0,5390.0,6081.0,3399.0,2567.0
 Florida,New Port Richey East,8686.0,696.0,2594.0,2518.0,606.0,238.0
 Florida,New Port Richey,15260.0,1840.0,4584.0,3421.0,1104.0,497.0
 Florida,Newberry,5307.0,108.0,988.0,1220.0,739.0,366.0
 Florida,Neptune Beach,6683.0,89.0,904.0,1530.0,1527.0,930.0
 Florida,Medley,998.0,226.0,253.0,141.0,50.0,37.0
 Florida,Navarre,32949.0,1316.0,4724.0,8795.0,4467.0,1889.0
 Florida,Nassau Village-Ratliff,5228.0,401.0,1613.0,1188.0,220.0,161.0
 Florida,Naranja,9392.0,1567.0,1798.0,1407.0,510.0,152.0
 Florida,Noma,258.0,43.0,54.0,41.0,6.0,0.0
 Florida,Lely,3589.0,168.0,968.0,1028.0,500.0,470.0
 Florida,Oak Hill,1517.0,147.0,490.0,438.0,96.0,50.0
 Florida,Oakland Park,43347.0,5356.0,8796.0,10259.0,4692.0,2123.0
 Florida,Lemon Grove,678.0,60.0,182.0,110.0,48.0,2.0
 Florida,Lighthouse Point,10842.0,311.0,1906.0,2215.0,2757.0,1470.0
 Florida,Limestone,269.0,23.0,131.0,16.0,0.0,0.0
 Florida,Limestone Creek,1022.0,94.0,182.0,203.0,171.0,16.0
 Florida,Lisbon,44.0,16.0,28.0,0.0,0.0,0.0
 Florida,Live Oak,6920.0,1466.0,1723.0,951.0,387.0,91.0
 Florida,Lloyd,378.0,31.0,69.0,58.0,45.0,13.0
 Florida,Lochmoor Waterway Estates,4561.0,329.0,1083.0,1297.0,585.0,235.0
 Florida,Lockhart,14312.0,915.0,2888.0,3456.0,1504.0,652.0
 Florida,Longboat Key,7072.0,258.0,795.0,1527.0,2267.0,1955.0
 Florida,Longwood,13848.0,970.0,3148.0,3555.0,1700.0,925.0
 Florida,Loughman,2877.0,371.0,392.0,732.0,306.0,58.0
 Florida,Lower Grand Lagoon,3722.0,194.0,721.0,1105.0,616.0,266.0
 Florida,Oakland,2721.0,127.0,575.0,555.0,326.0,199.0
 Florida,Loxahatchee Groves,3306.0,382.0,788.0,859.0,300.0,156.0
 Florida,Lynn Haven,19355.0,1179.0,3336.0,4623.0,2448.0,1543.0
 Florida,Macclenny,6414.0,518.0,1498.0,1379.0,327.0,202.0
 Florida,McGregor,7652.0,288.0,1226.0,1615.0,1689.0,950.0
 Florida,McIntosh,357.0,9.0,101.0,101.0,64.0,35.0
 Florida,Ojus,19030.0,967.0,2975.0,4310.0,3340.0,1867.0
 Florida,Odessa,7404.0,435.0,1344.0,1281.0,984.0,560.0
 Florida,Ocoee,39884.0,3483.0,6403.0,8352.0,4684.0,2723.0
 Florida,Ocean Ridge,1590.0,11.0,183.0,396.0,514.0,271.0
 Florida,Ocean City,6120.0,577.0,1100.0,1641.0,615.0,343.0
 Florida,Ocean Breeze Park,241.0,38.0,49.0,103.0,31.0,20.0
 Florida,Ocala,57209.0,5220.0,11482.0,12750.0,5324.0,2888.0
 Florida,Oak Ridge,23108.0,3830.0,5159.0,3989.0,1380.0,240.0
 Florida,Oakleaf Plantation,23087.0,1176.0,2960.0,4823.0,3471.0,1245.0
 Florida,Lutz,20398.0,775.0,3374.0,4679.0,3263.0,2161.0
 Florida,Navarre Beach,1079.0,0.0,50.0,206.0,470.0,200.0
 Florida,Sugarmill Woods,9129.0,771.0,2667.0,2772.0,1434.0,450.0
 Florida,Dickerson City,73.0,0.0,0.0,60.0,13.0,0.0
 Florida,South Pasadena,5009.0,315.0,1389.0,1458.0,959.0,579.0
 Florida,South Palm Beach,1350.0,35.0,223.0,385.0,358.0,273.0
 Florida,South Miami Heights,38255.0,6602.0,8903.0,6169.0,3150.0,834.0
 Florida,South Miami,12156.0,710.0,1545.0,2192.0,2207.0,1568.0
 Florida,South Highpoint,4624.0,808.0,1035.0,863.0,164.0,146.0
 Florida,South Gate Ridge,5902.0,419.0,1613.0,1426.0,752.0,350.0
 Florida,South Patrick Shores,6529.0,290.0,1108.0,1666.0,1083.0,701.0
 Florida,Southgate,7329.0,339.0,1808.0,1589.0,1270.0,670.0
 Florida,South Daytona,12343.0,1083.0,3303.0,3037.0,958.0,337.0
 Florida,Southchase,14987.0,1382.0,2032.0,3727.0,2198.0,598.0
 Florida,South Brooksville,3701.0,511.0,1036.0,886.0,336.0,217.0
 Florida,South Bradenton,23822.0,3140.0,6794.0,4918.0,1385.0,1017.0
 Florida,South Beach,3320.0,56.0,307.0,617.0,1169.0,812.0
 Florida,South Bay,4976.0,1449.0,1500.0,659.0,149.0,70.0
 Florida,Southeast Arcadia,8129.0,2313.0,1779.0,539.0,155.0,24.0
 Florida,South Sarasota,4973.0,181.0,920.0,1120.0,1029.0,672.0
 Florida,South Venice,14652.0,1256.0,4170.0,3715.0,1839.0,578.0
 Florida,Southwest Ranches,7676.0,514.0,1169.0,1571.0,1279.0,791.0
 Florida,Destin,13055.0,353.0,2178.0,3332.0,2683.0,1196.0
 Florida,White City,3407.0,290.0,782.0,930.0,348.0,368.0
 Florida,White Springs,961.0,104.0,209.0,179.0,55.0,24.0
 Florida,Whitfield CDP (Manatee County),3173.0,113.0,530.0,880.0,510.0,459.0
 Florida,Whitfield CDP (Santa Rosa County),110.0,23.0,48.0,39.0,0.0,0.0
 Florida,Wildwood,6052.0,494.0,1463.0,1677.0,714.0,410.0
 Florida,Stock Island,3901.0,458.0,993.0,723.0,319.0,252.0
 Florida,Steinhatchee,962.0,182.0,196.0,434.0,0.0,14.0
 Florida,Starke,5401.0,806.0,1420.0,937.0,394.0,209.0
 Florida,Stacey Street,516.0,149.0,0.0,69.0,20.0,0.0
 Florida,Spring Ridge,319.0,18.0,103.0,92.0,46.0,4.0
 Florida,Spring Lake,454.0,28.0,119.0,140.0,133.0,5.0
 Florida,Springhill,114.0,6.0,19.0,41.0,20.0,0.0
 Florida,Spring Hill,101709.0,9139.0,27482.0,25906.0,7227.0,3080.0
 Florida,Springfield,9186.0,1331.0,2416.0,1674.0,514.0,188.0
 Florida,South Apopka,5372.0,839.0,1422.0,673.0,189.0,117.0
 Florida,Wewahitchka,1979.0,348.0,463.0,485.0,106.0,27.0
 Florida,Sorrento,514.0,266.0,68.0,0.0,32.0,0.0
 Florida,Solana,289.0,33.0,138.0,63.0,30.0,8.0
 Florida,Sarasota Springs,15547.0,1061.0,4283.0,3500.0,1822.0,844.0
 Florida,Sarasota,53583.0,4712.0,11513.0,10708.0,7942.0,5391.0
 Florida,Sanibel,6899.0,109.0,824.0,1339.0,2156.0,1777.0
 Florida,Sanford,56170.0,3975.0,11168.0,13282.0,5375.0,2233.0
 Florida,San Castle,4358.0,895.0,952.0,553.0,221.0,53.0
 Florida,San Carlos Park,18443.0,1960.0,4026.0,3644.0,1616.0,849.0
 Florida,Satellite Beach,10351.0,354.0,1349.0,2511.0,1761.0,1312.0
 Florida,San Antonio,1107.0,46.0,185.0,306.0,145.0,99.0
 Florida,Samoset,4695.0,1462.0,884.0,880.0,65.0,30.0
 Florida,St. Petersburg,250713.0,19122.0,49815.0,56824.0,36098.0,20267.0
 Florida,St. Pete Beach,9466.0,297.0,1361.0,2729.0,1995.0,1770.0
 Florida,St. Marks,255.0,23.0,78.0,51.0,49.0,3.0
 Florida,St. Lucie Village,613.0,19.0,107.0,167.0,103.0,41.0
 Florida,St. Leo,1343.0,12.0,36.0,83.0,57.0,50.0
 Florida,Samsula-Spruce Creek,6314.0,432.0,876.0,1648.0,1032.0,550.0
 Florida,Sawgrass,5321.0,16.0,291.0,1434.0,1493.0,1040.0
 Florida,Schall Circle,1253.0,244.0,245.0,131.0,54.0,3.0
 Florida,Sea Ranch Lakes,701.0,4.0,58.0,85.0,198.0,142.0
 Florida,Sneads,1849.0,264.0,550.0,319.0,65.0,62.0
 Florida,Sky Lake,6260.0,910.0,1929.0,1015.0,261.0,159.0
 Florida,Silver Springs Shores,7809.0,715.0,1898.0,1506.0,243.0,322.0
 Florida,Silver Lake,1555.0,77.0,341.0,300.0,273.0,193.0
 Florida,Siesta Key,6058.0,96.0,950.0,1321.0,1540.0,1315.0
 Florida,Sharpes,2885.0,388.0,785.0,605.0,272.0,266.0
 Florida,Shalimar,676.0,5.0,87.0,151.0,120.0,107.0
 Florida,Shady Hills,10817.0,1225.0,3392.0,2503.0,549.0,294.0
 Florida,Sewall's Point,2057.0,45.0,173.0,376.0,558.0,413.0
 Florida,Seville,568.0,104.0,203.0,43.0,21.0,0.0
 Florida,Seminole Manor,2866.0,592.0,424.0,545.0,129.0,33.0
 Florida,Seminole,17637.0,1018.0,4493.0,4232.0,2745.0,1409.0
 Florida,Seffner,7907.0,541.0,1471.0,2230.0,807.0,294.0
 Florida,Sebring,10371.0,1775.0,2627.0,2142.0,695.0,480.0
 Florida,Sebastian,22920.0,2242.0,6109.0,5950.0,2117.0,1189.0
 Florida,Sopchoppy,389.0,20.0,96.0,78.0,36.0,31.0
 Florida,Westwood Lakes,12449.0,1910.0,3143.0,2418.0,1459.0,522.0
 Florida,Westville,362.0,50.0,90.0,63.0,11.0,2.0
 Florida,Westview,10624.0,1626.0,2896.0,2022.0,709.0,173.0
 Florida,Asbury Lake,8078.0,477.0,1841.0,1746.0,874.0,368.0
 Florida,Astatula,1541.0,202.0,441.0,308.0,79.0,3.0
 Florida,Astor,1742.0,331.0,374.0,326.0,102.0,36.0
 Florida,Atlantic Beach,12961.0,507.0,2036.0,2612.0,2814.0,1927.0
 Florida,Atlantis,2175.0,69.0,334.0,471.0,522.0,344.0
 Florida,Auburndale,14281.0,1747.0,3705.0,2453.0,679.0,673.0
 Florida,Aripeka,105.0,7.0,57.0,5.0,19.0,5.0
 Florida,Aucilla,112.0,28.0,62.0,8.0,0.0,0.0
 Florida,Aventura,37357.0,1868.0,4956.0,7562.0,8564.0,7051.0
 Florida,Avon Park,9974.0,1811.0,2361.0,1670.0,413.0,218.0
 Florida,Azalea Park,13287.0,1954.0,3275.0,2614.0,804.0,232.0
 Florida,Babson Park,1337.0,71.0,290.0,251.0,37.0,32.0
 Florida,Bagdad,3951.0,393.0,796.0,810.0,460.0,94.0
 Florida,Baldwin,1929.0,296.0,521.0,275.0,80.0,40.0
 Florida,Avalon,571.0,53.0,86.0,278.0,51.0,14.0
 Florida,Archer,1180.0,67.0,276.0,275.0,62.0,33.0
 Florida,Arcadia,7704.0,1193.0,2102.0,1080.0,201.0,151.0
 Florida,Apopka,45801.0,4087.0,8212.0,9955.0,5227.0,2911.0
 Florida,Welaka,642.0,89.0,188.0,117.0,27.0,24.0
 Florida,Acacia Villas,375.0,30.0,88.0,46.0,0.0,0.0
 Florida,Alachua,9435.0,435.0,1327.0,2335.0,1619.0,845.0
 Florida,Alafaya,85167.0,3195.0,10257.0,17500.0,14553.0,7091.0
 Florida,Alford,538.0,101.0,137.0,104.0,29.0,0.0
 Florida,Allentown,946.0,35.0,229.0,353.0,80.0,25.0
 Florida,Altamonte Springs,42218.0,2122.0,7763.0,11053.0,7474.0,2991.0
 Florida,Altha,670.0,27.0,188.0,191.0,21.0,19.0
 Florida,Altoona,123.0,19.0,32.0,11.0,0.0,0.0
 Florida,Alturas,3756.0,521.0,1282.0,508.0,225.0,48.0
 Florida,Alva,2088.0,311.0,689.0,539.0,151.0,94.0
 Florida,Andrews,1191.0,226.0,326.0,272.0,16.0,0.0
 Florida,Anna Maria,1219.0,8.0,333.0,293.0,239.0,190.0
 Florida,Apalachicola,2077.0,233.0,469.0,406.0,201.0,123.0
 Florida,Apollo Beach,16336.0,655.0,2624.0,4341.0,2574.0,1525.0
 Florida,Bal Harbour,2677.0,70.0,241.0,699.0,708.0,357.0
 Florida,Balm,1880.0,263.0,217.0,487.0,89.0,84.0
 Florida,Bardmoor,9448.0,703.0,2299.0,2260.0,1229.0,792.0
 Florida,Bartow,18094.0,1902.0,4181.0,3257.0,1636.0,453.0
 Florida,Westchase,23222.0,407.0,2156.0,4059.0,5468.0,3679.0
 Florida,Westchester,30585.0,4575.0,7261.0,4984.0,3728.0,1917.0
 Florida,West DeLand,3997.0,267.0,886.0,925.0,360.0,98.0
 Florida,Westgate,8310.0,2009.0,1636.0,950.0,280.0,56.0
 Florida,West Lealman,15838.0,1956.0,5000.0,3754.0,1226.0,692.0
 Florida,West Little River,30749.0,5727.0,8154.0,5160.0,1524.0,828.0
 Florida,West Melbourne,19667.0,841.0,3826.0,4571.0,2919.0,1569.0
 Florida,West Miami,6400.0,960.0,1394.0,1549.0,654.0,317.0
 Florida,Weston,68423.0,1173.0,5268.0,11008.0,14735.0,10434.0
 Florida,West Palm Beach,103588.0,11509.0,18062.0,19926.0,15531.0,8812.0
 Florida,West Park,14779.0,2153.0,3551.0,2631.0,982.0,342.0
 Florida,West Pensacola,20538.0,2203.0,5159.0,4835.0,1142.0,417.0
 Florida,West Perrine,10399.0,1310.0,2235.0,1634.0,998.0,334.0
 Florida,West Samoset,7010.0,1575.0,1283.0,728.0,82.0,103.0
 Florida,West Vero Corridor,6945.0,528.0,2280.0,2079.0,771.0,432.0
 Florida,West Bradenton,4492.0,303.0,1133.0,962.0,451.0,468.0
 Florida,St. James City,3900.0,370.0,902.0,1360.0,633.0,316.0
 Florida,Wesley Chapel,49735.0,2011.0,6806.0,10924.0,7574.0,4391.0
 Florida,Belleair Bluffs,2236.0,97.0,414.0,586.0,533.0,200.0
 Florida,Bascom,94.0,8.0,26.0,18.0,4.0,4.0
 Florida,Bay Harbor Islands,5921.0,285.0,705.0,998.0,1392.0,802.0
 Florida,Bay Hill,5133.0,168.0,477.0,1025.0,1356.0,697.0
 Florida,Bay Lake,31.0,2.0,4.0,11.0,1.0,0.0
 Florida,Bayonet Point,25453.0,2763.0,8020.0,6012.0,1654.0,676.0
 Florida,Bay Pines,3240.0,153.0,979.0,983.0,413.0,163.0
 Florida,Bayport,452.0,0.0,180.0,119.0,20.0,14.0
 Florida,Bayshore Gardens,19446.0,2594.0,5702.0,3487.0,1141.0,824.0
 Florida,Beacon Square,6564.0,630.0,2050.0,1395.0,539.0,163.0
 Florida,Bear Creek,1840.0,112.0,400.0,418.0,344.0,168.0
